epoch,global_step,lambda_target,lambda_effective,clip_interval,d_loss,g_loss,g_adv,d_real_aug,d_fake_aug,clip_mmd,clip_steps,adv_grad_norm,clip_grad_norm_unweighted,weighted_clip_to_adv_grad_ratio,epoch_seconds,training_elapsed_hours
1,625,0.01,0.002,4,1.3967750118255615,0.402086506498605,0.40206323902010915,0.330164550986886,-0.40659658717513086,0.04631232171301629,157,5.4684929847717285,0.44966402649879456,0.00016445628722611038,83.77178095799991,0.023417036420277763
2,1250,0.01,0.004,4,1.3897770195961,0.40826251239329575,0.408219706684351,0.33371693954095244,-0.4085091767609119,0.042873982626658216,156,6.2251458168029785,0.3643011152744293,0.0002340835867915601,82.45534645199996,0.04632147232805554
3,1875,0.01,0.006,4,1.3779878748893737,0.40840885397493837,0.4083439402580261,0.3440629432946444,-0.4151867105066776,0.043345114741569914,156,6.280555248260498,0.44620373845100403,0.0004262716153078224,82.557546258,0.06925431778805552
4,2500,0.01,0.008,4,1.3855834461212158,0.4272771136805415,0.4271874582663178,0.33096731467843055,-0.41406176223158836,0.04489949441108948,156,6.433415412902832,0.6042962670326233,0.0007514469105422903,82.63482650399988,0.09220861046499995
5,3125,0.01,0.01,4,1.3892680994987487,0.42169123060107233,0.4215830763399601,0.32564919839501383,-0.4186657395094633,0.04305509795808488,157,6.57932186126709,0.5861402153968811,0.0008908824157813711,82.75992372100018,0.11519763469972222
6,3750,0.01,0.01,4,1.3764636135101318,0.4321395596891642,0.4320273871988058,0.33739121517837045,-0.4263573806941509,0.044941108578290694,156,6.359835147857666,0.48075416684150696,0.0007559223716725595,82.48101057399981,0.13816257797361112
7,4375,0.01,0.01,4,1.3741932501792908,0.4321224938929081,0.43201395815014837,0.340009065592289,-0.4288045473873615,0.04348399203557234,156,6.942242622375488,0.5180780291557312,0.0007462689758002954,82.40947958099991,0.16105428869666663
8,5000,0.01,0.01,4,1.3639005647659301,0.41945543010830877,0.4193473342657089,0.3611567261725664,-0.4239908455967903,0.043307750270916864,156,6.83783483505249,0.5573023557662964,0.000815027518520076,82.52539797500003,0.1839781832836111
9,5625,0.01,0.01,4,1.3732496618270873,0.4424419054687023,0.44232808767557147,0.3414029553741217,-0.4301083773493767,0.04530975260552327,157,6.837661266326904,0.3673887848854065,0.0005373018208647861,82.58478934899995,0.20691856757138888
10,6250,0.01,0.01,4,1.3692946865081788,0.43021656234562394,0.43010192679464815,0.3487081562280655,-0.43479373737871646,0.045927793551713995,156,6.957460403442383,0.5366034507751465,0.0007712633916100306,82.37530279899988,0.22980088303611107
11,6875,0.01,0.01,4,1.3660790950775146,0.4320675975292921,0.4319562761306763,0.3558292122364044,-0.4302204677402973,0.04459995298813551,156,6.790503025054932,0.4422247111797333,0.0006512399884781081,82.40043618499999,0.25278487153694446
12,7500,0.01,0.01,4,1.3774249667167664,0.4279924599081278,0.42788235656917095,0.3486321557432413,-0.42453538330793383,0.04411193193533482,156,6.931064605712891,0.5353181958198547,0.0007723462790674636,82.457084957,0.27568979744416666
13,8125,0.01,0.01,4,1.3755303612709044,0.4205422652423382,0.42043062759637834,0.34906586352586744,-0.4251704077899456,0.04444176945716712,157,7.753111839294434,0.39787033200263977,0.0005131750195916788,82.98183558699998,0.29874047658416664
