epoch,D_loss,G_loss,G_adv,L_lap,D_real,D_fake
56,1.6875720024108887,0.6693155169487,0.6545369625091553,0.29557090997695923,0.2589261531829834,-0.07034073770046234
57,1.7136963605880737,0.5416320562362671,0.5265172719955444,0.3022952377796173,-0.4538685083389282,-0.8026288747787476
58,1.7454164028167725,0.19482247531414032,0.18036258220672607,0.28919774293899536,-0.2527658939361572,-0.5640519857406616
59,1.4837144613265991,0.5940524339675903,0.5799592733383179,0.28186339139938354,-0.16123582422733307,-0.6930910348892212
60,1.378702163696289,0.7115184664726257,0.6974413394927979,0.2815420925617218,-0.0820392295718193,-0.7746100425720215
61,1.7179532051086426,0.6177603602409363,0.6029850840568542,0.2955060601234436,0.9077237844467163,0.4115251302719116
62,1.6707102060317993,0.280978798866272,0.2670248746871948,0.27907824516296387,0.260694682598114,-0.1729080080986023
63,1.6608366966247559,0.3341101408004761,0.31992122530937195,0.2837781012058258,0.22562119364738464,-0.12927138805389404
64,1.6825363636016846,0.34072160720825195,0.3259185254573822,0.2960613965988159,-0.050080105662345886,-0.45649752020835876
65,1.389837384223938,0.20272263884544373,0.1899619996547699,0.25521278381347656,0.2633943259716034,-0.3920860290527344
66,1.5051801204681396,-0.2043088972568512,-0.21908137202262878,0.29544949531555176,0.06441786885261536,-0.4515635371208191
67,1.2314329147338867,1.0270230770111084,1.012948989868164,0.2814818322658539,0.7431716918945312,-0.22288259863853455
68,1.489905595779419,0.4810031056404114,0.4661284387111664,0.2974933683872223,0.09202501177787781,-0.42710915207862854
69,1.7015941143035889,0.8267118334770203,0.8105216026306152,0.3238045275211334,0.20346558094024658,-0.12952162325382233
70,1.380493402481079,0.18311716616153717,0.16788619756698608,0.30461931228637695,-0.17547309398651123,-0.9500707387924194
71,1.334826946258545,0.09990982711315155,0.08469294011592865,0.3043377995491028,-0.17717641592025757,-0.9994151592254639
72,1.589182734489441,0.8420296311378479,0.8270226716995239,0.30013924837112427,0.14723016321659088,-0.3390396237373352
73,1.4080266952514648,0.7879230380058289,0.773946225643158,0.279535710811615,0.663668155670166,-0.09917053580284119
74,1.3834227323532104,0.5524579882621765,0.5367912650108337,0.3133341372013092,0.6144900321960449,-0.1070847287774086
75,1.368852138519287,-0.37184613943099976,-0.3859509825706482,0.2820969521999359,-0.14165955781936646,-0.9090770483016968
76,1.5480949878692627,0.26843759417533875,0.25378257036209106,0.2931003272533417,0.15798310935497284,-0.4193870425224304
77,1.3142642974853516,0.40083351731300354,0.3863857090473175,0.28895607590675354,0.3826565146446228,-0.34668534994125366
78,1.8416506052017212,0.670917272567749,0.6565030217170715,0.2882850766181946,-0.7867884635925293,-1.1700160503387451
79,1.900915503501892,0.35717448592185974,0.3430144488811493,0.28320083022117615,0.18443742394447327,0.011271264404058456
80,1.7132575511932373,0.35310691595077515,0.33941230177879333,0.27389219403266907,-0.37711048126220703,-0.7375852465629578
81,1.67506742477417,0.425631582736969,0.411239355802536,0.28784453868865967,0.03546590358018875,-0.43471580743789673
82,1.6162841320037842,0.456330269575119,0.4418313503265381,0.28997811675071716,0.1113751232624054,-0.33685797452926636
83,1.3019189834594727,0.5533873438835144,0.5388590097427368,0.29056698083877563,0.2071695476770401,-0.5528824329376221
84,1.5347919464111328,0.41398027539253235,0.39953890442848206,0.28882718086242676,0.3087238073348999,-0.21460451185703278
85,1.4283530712127686,0.6507423520088196,0.6366017460823059,0.28281235694885254,0.16148778796195984,-0.4333449602127075
86,1.6283375024795532,0.6772390604019165,0.6632548570632935,0.2796836495399475,-0.303262323141098,-0.7113873362541199
87,1.43265700340271,0.2462279349565506,0.23243848979473114,0.2757888436317444,0.02634495683014393,-0.6182657480239868
88,1.3683924674987793,-0.570457935333252,-0.5842400193214417,0.2756413519382477,-0.02409464120864868,-0.7349968552589417
89,1.5321650505065918,0.7601279616355896,0.7455426454544067,0.29170623421669006,0.0041367653757333755,-0.47022581100463867
90,1.1925156116485596,-0.1795928031206131,-0.19390568137168884,0.28625768423080444,0.018077701330184937,-0.8763202428817749
91,1.3365908861160278,0.3610309064388275,0.34734368324279785,0.2737443447113037,0.160125732421875,-0.5696524977684021
92,1.4957531690597534,0.7487987279891968,0.7346936464309692,0.2821020781993866,0.061761632561683655,-0.5042455792427063
93,1.4602224826812744,0.6213314533233643,0.6070073843002319,0.28648120164871216,-0.2979966998100281,-0.9829276204109192
94,1.5711439847946167,0.46158021688461304,0.44665998220443726,0.2984049916267395,-0.1863001585006714,-0.6934890747070312
95,1.140557050704956,-0.3856147825717926,-0.40075555443763733,0.3028154969215393,0.15157915651798248,-0.7899707555770874
96,1.3852053880691528,-0.1354939490556717,-0.14949171245098114,0.2799553871154785,0.23815026879310608,-0.4579799473285675
97,1.5114922523498535,0.6510211825370789,0.636816680431366,0.2840895652770996,0.7311422824859619,0.0776180624961853
98,1.4088501930236816,0.17501980066299438,0.16066229343414307,0.287150114774704,0.08463296294212341,-0.5327106714248657
99,1.4918041229248047,0.8108453750610352,0.7965426445007324,0.2860549986362457,0.762900173664093,0.04903648793697357
100,1.24033784866333,0.44190022349357605,0.42793008685112,0.2794025242328644,0.1284330040216446,-0.7817740440368652
101,1.4872620105743408,0.28078582882881165,0.26611873507499695,0.2933416962623596,0.4054747223854065,-0.25018391013145447
102,1.3037841320037842,0.7481345534324646,0.7335602045059204,0.29148679971694946,0.059654638171195984,-0.7402591705322266
103,1.4608738422393799,0.2928224802017212,0.2786317467689514,0.28381457924842834,0.0031387656927108765,-0.5725963711738586
104,1.6634631156921387,0.3788345456123352,0.3645952045917511,0.28478699922561646,0.3346702456474304,-0.1512819230556488
105,1.587400197982788,0.5141006112098694,0.499911904335022,0.2837735712528229,-0.3257015347480774,-0.8382604122161865
106,1.2757792472839355,0.8270010948181152,0.8122788667678833,0.29444465041160583,0.4674840569496155,-0.39726722240448
107,1.295844316482544,0.7557595372200012,0.7406145334243774,0.3028997480869293,0.16887789964675903,-0.6601261496543884
108,1.5670894384384155,1.0126880407333374,0.9984807372093201,0.284147173166275,0.6197715401649475,0.03398500010371208
109,1.5404577255249023,0.8493306040763855,0.8354858160018921,0.27689629793167114,-0.24047859013080597,-0.7962213754653931
110,1.1918655633926392,0.6474781036376953,0.6338618993759155,0.2723240852355957,0.3834853768348694,-0.729276716709137
111,1.294134497642517,0.8242186903953552,0.8098899126052856,0.2865760326385498,1.133764386177063,0.06143113598227501
112,1.2925595045089722,0.6657942533493042,0.6515623927116394,0.2846376895904541,0.5362974405288696,-0.31665390729904175
113,1.4046491384506226,0.4830758571624756,0.468749463558197,0.2865277826786041,-0.06065398454666138,-0.7131631374359131
114,1.5646682977676392,0.6799126267433167,0.6660386323928833,0.27748000621795654,-0.27980613708496094,-0.8412778973579407
115,1.582247257232666,0.7413520216941833,0.7263850569725037,0.2993394732475281,0.4144030809402466,-0.1479441523551941
116,1.6889255046844482,0.46188831329345703,0.44668227434158325,0.3041205406188965,-0.26637470722198486,-0.6778591871261597
117,1.3169660568237305,-0.1670975238084793,-0.18214744329452515,0.3009984791278839,0.06479101628065109,-0.6888657808303833
118,1.2432360649108887,0.20346887409687042,0.18891078233718872,0.29116180539131165,0.6283723711967468,-0.4358940124511719
119,1.4285714626312256,1.0376628637313843,1.0226138830184937,0.30098071694374084,0.2820078134536743,-0.40134570002555847
120,1.1290278434753418,0.9065788388252258,0.8920338153839111,0.290900319814682,0.4367107152938843,-0.5136960744857788
121,1.3072330951690674,0.9158777594566345,0.901276707649231,0.29202091693878174,0.33478233218193054,-0.4793373942375183
122,1.300611138343811,0.9332390427589417,0.918339192867279,0.2979971766471863,0.8472546339035034,-0.09597474336624146
123,1.3120179176330566,0.14511935412883759,0.13097375631332397,0.28291207551956177,0.08570891618728638,-0.7440403699874878
124,1.284682273864746,0.7886266112327576,0.7739877700805664,0.29277628660202026,0.19082579016685486,-0.6183648109436035
125,1.4033674001693726,0.9212250113487244,0.9069662094116211,0.28517651557922363,0.326413631439209,-0.3618411421775818
126,1.5961456298828125,0.8697693943977356,0.8546357750892639,0.30267244577407837,0.02904330939054489,-0.4368742108345032
127,1.444350004196167,0.7401806712150574,0.7254979610443115,0.29365411400794983,0.6034514904022217,-0.11551640182733536
128,1.4000961780548096,-0.1747729331254959,-0.18921387195587158,0.28881871700286865,-0.2156701683998108,-0.9476866126060486
129,1.500862956047058,0.8081185221672058,0.7934905290603638,0.29256024956703186,0.7114279866218567,0.0020879488438367844
130,1.222153663635254,0.3542349636554718,0.3394063413143158,0.2965725064277649,0.39155519008636475,-0.4615212380886078
131,1.1455726623535156,0.3886350095272064,0.373566597700119,0.30136802792549133,0.6070982813835144,-0.4257299304008484
132,1.2624297142028809,0.8316267728805542,0.8178447484970093,0.2756401002407074,0.3320327699184418,-0.5257498621940613
133,1.2369599342346191,0.31612077355384827,0.3008050322532654,0.30631500482559204,0.33700087666511536,-0.5399376153945923
134,1.3904647827148438,0.1798938363790512,0.16488611698150635,0.30015435814857483,-0.06092086061835289,-0.8214720487594604
135,1.378391146659851,0.6177449226379395,0.6024757027626038,0.30538448691368103,0.7069705724716187,-0.06669456511735916
136,1.430555820465088,0.4120076596736908,0.39745375514030457,0.29107826948165894,0.1180151030421257,-0.49516600370407104
137,1.2417187690734863,0.22551998496055603,0.21068793535232544,0.2966408431529999,0.06666076183319092,-0.7822296619415283
138,1.0220427513122559,0.29844969511032104,0.2835608720779419,0.2977766692638397,0.3851138949394226,-0.7339736223220825
139,1.3689887523651123,0.5121676921844482,0.4969193637371063,0.3049662113189697,0.5887001752853394,-0.2190161943435669
140,1.3165698051452637,0.4428575038909912,0.4286573827266693,0.2840024530887604,-0.03204674273729324,-0.8814021348953247
141,1.3300985097885132,0.7089067101478577,0.6941673755645752,0.2947867512702942,0.6604283452033997,-0.2399384081363678
142,1.368126630783081,0.8319848775863647,0.8185303807258606,0.26909002661705017,0.6287041306495667,-0.19617915153503418
143,1.277334451675415,0.6028042435646057,0.5882373452186584,0.2913382649421692,0.02577829733490944,-0.8916903138160706
144,1.5367777347564697,0.5124449729919434,0.4982910752296448,0.28307777643203735,0.02947642095386982,-0.49885690212249756
145,1.1768407821655273,0.6837661266326904,0.6700974702835083,0.27337318658828735,0.25346043705940247,-0.6813584566116333
146,1.6334285736083984,0.8059198260307312,0.7905934453010559,0.30652734637260437,1.1077934503555298,0.34113839268684387
147,1.4971885681152344,0.050698522478342056,0.03655661642551422,0.2828381061553955,0.3157373368740082,-0.33242952823638916
148,1.3222178220748901,0.6624489426612854,0.6483807563781738,0.281363308429718,0.26622867584228516,-0.5311927795410156
149,1.629379153251648,0.45288175344467163,0.43800878524780273,0.2974594235420227,0.833917498588562,0.20770379900932312
150,0.9839349389076233,1.3336830139160156,1.3190538883209229,0.2925828993320465,1.0975414514541626,-0.20905309915542603
151,1.495345115661621,0.9560211896896362,0.9423764944076538,0.272893488407135,1.0260722637176514,0.2155289649963379
152,1.5936843156814575,0.5911827683448792,0.5774902105331421,0.27385127544403076,0.051772233098745346,-0.41054093837738037
153,1.3236607313156128,0.9503133296966553,0.9363715648651123,0.2788352072238922,0.33974891901016235,-0.4031875729560852
154,1.5125545263290405,0.5993767976760864,0.5853368043899536,0.2807997465133667,-0.2649240791797638,-0.8276054859161377
155,1.40666663646698,0.2456287443637848,0.23186449706554413,0.275285005569458,-0.030469581484794617,-0.7224391102790833
156,1.3872958421707153,0.9471657872200012,0.9336700439453125,0.26991450786590576,0.13533443212509155,-0.5327194333076477
157,1.4469629526138306,0.37272757291793823,0.3583175241947174,0.28820109367370605,0.29728633165359497,-0.30826377868652344
158,1.3580436706542969,-0.029207026585936546,-0.04385502636432648,0.292959988117218,-0.0026193559169769287,-0.7594081163406372
159,1.3761625289916992,0.1551738679409027,0.14025025069713593,0.29847222566604614,-0.09591090679168701,-0.8947553634643555
160,1.1703741550445557,0.3305412232875824,0.3162056803703308,0.2867109775543213,0.4935598075389862,-0.41349315643310547
161,1.175358533859253,0.7975143790245056,0.7831611633300781,0.2870640754699707,0.5538586378097534,-0.39519330859184265
162,1.2927989959716797,0.5343737602233887,0.5200322866439819,0.2868289053440094,0.42620059847831726,-0.385958731174469
163,1.0870344638824463,1.1417173147201538,1.1270027160644531,0.29429206252098083,1.031110167503357,-0.15135720372200012
164,1.0488306283950806,0.806979775428772,0.792949914932251,0.2805972099304199,0.8491148948669434,-0.2961033582687378
165,1.11605703830719,-0.11657322198152542,-0.13090595602989197,0.2866547107696533,0.030816055834293365,-1.0780457258224487
166,1.5564676523208618,0.4983038902282715,0.4842529892921448,0.2810177803039551,0.601701021194458,-0.008438661694526672
167,1.0806607007980347,-0.36068347096443176,-0.37415727972984314,0.26947611570358276,0.18051894009113312,-0.858698844909668
168,1.5577163696289062,0.9216338396072388,0.907955527305603,0.2735666036605835,-0.027072377502918243,-0.6393539309501648
169,1.3513381481170654,0.9093703031539917,0.8959912657737732,0.2675808370113373,0.6203726530075073,-0.26252007484436035
170,1.0934571027755737,0.5229066014289856,0.5083508491516113,0.2911151945590973,0.7961083650588989,-0.36802494525909424
171,0.9669647216796875,0.8861244320869446,0.8711369037628174,0.29975050687789917,0.6294136643409729,-0.59622722864151
172,1.3461012840270996,0.5853695273399353,0.5705481767654419,0.29642656445503235,0.45370200276374817,-0.35174617171287537
173,1.3077207803726196,0.8965149521827698,0.881919801235199,0.29190346598625183,0.3323400020599365,-0.4623989164829254
174,1.2840615510940552,0.06240629032254219,0.04767725616693497,0.2945806682109833,0.19044135510921478,-0.583410382270813
175,1.0232925415039062,1.0533653497695923,1.03927481174469,0.2818109393119812,0.9342353343963623,-0.27357226610183716
176,1.3962254524230957,0.5992573499679565,0.5850106477737427,0.28493356704711914,-0.034126438200473785,-0.7349401712417603
177,1.6425511837005615,0.5189491510391235,0.5042533874511719,0.2939153015613556,0.6903482675552368,0.1862952709197998
178,1.540755271911621,0.6662548184394836,0.6525590419769287,0.2739151418209076,-0.3156891465187073,-0.929348886013031
179,1.387852668762207,0.9256289601325989,0.9116073846817017,0.2804314196109772,0.26256662607192993,-0.474568247795105
180,1.2940425872802734,0.8935496211051941,0.878642201423645,0.29814887046813965,0.7375862002372742,-0.27733150124549866
181,1.3520007133483887,0.5999643802642822,0.5857452154159546,0.28438305854797363,0.007899105548858643,-0.7905606031417847
182,1.1172773838043213,0.74225252866745,0.7279784679412842,0.28548070788383484,0.23222988843917847,-0.7789134383201599
183,1.1326401233673096,0.5787129998207092,0.564577579498291,0.2827088236808777,0.8583623766899109,-0.28934717178344727
184,1.2074559926986694,0.489338219165802,0.47424960136413574,0.3017725944519043,-0.015331737697124481,-0.9361621737480164
185,1.081304907798767,0.21598544716835022,0.20121431350708008,0.2954227030277252,0.21372225880622864,-0.8486119508743286
186,1.3334779739379883,0.4146246314048767,0.4005993604660034,0.28050556778907776,0.4041619300842285,-0.4295962154865265
187,1.2377315759658813,0.795243501663208,0.7801613807678223,0.3016429841518402,0.4568486511707306,-0.5760566592216492
188,1.1389297246932983,0.9435452222824097,0.9291326999664307,0.28825101256370544,0.3981165885925293,-0.6813929080963135
189,1.4217923879623413,0.45616498589515686,0.44201481342315674,0.28300338983535767,0.22091642022132874,-0.4770665168762207
190,1.1392155885696411,1.0529378652572632,1.0391393899917603,0.2759690284729004,0.9094240665435791,-0.2698019742965698
191,1.2040798664093018,0.6439018249511719,0.6291040182113647,0.2959563136100769,0.4263324439525604,-0.6945313215255737
192,1.3096065521240234,0.49017712473869324,0.47627928853034973,0.27795663475990295,-0.0036430805921554565,-0.9521644711494446
193,1.3867682218551636,1.6584595441818237,1.6441386938095093,0.2864171862602234,1.316990852355957,0.17701171338558197
194,1.0566072463989258,0.09943915158510208,0.08516915887594223,0.28539982438087463,0.29800885915756226,-0.8949303030967712
195,1.2516634464263916,0.9695636034011841,0.9553719758987427,0.28383272886276245,0.19325460493564606,-0.6964296102523804
196,1.1061021089553833,0.836753785610199,0.8220400810241699,0.2942735552787781,0.23614785075187683,-0.8004118204116821
197,1.0538649559020996,0.9887349009513855,0.9745649695396423,0.28339916467666626,0.5701883435249329,-0.5750142931938171
198,0.9862203598022461,0.42158371210098267,0.40857452154159546,0.2601839601993561,0.6065953969955444,-0.6709725856781006
199,1.1962523460388184,0.6683851480484009,0.6542348265647888,0.2830069363117218,0.36049866676330566,-0.7251444458961487
200,1.333418607711792,0.7661269307136536,0.7518168687820435,0.2862010896205902,0.634709358215332,-0.213954895734787
