epoch,D_loss,G_loss,D_real,D_fake,R1_penalty
30,1.7935019731521606,0.21644261479377747,0.2007659524679184,-0.005732055753469467,0.12615396082401276
31,1.5473179817199707,0.789537787437439,-0.07748338580131531,-0.5324285626411438,0.13830892741680145
32,1.425937294960022,1.001573085784912,0.8006848096847534,0.08557528257369995,0.19513705372810364
33,1.6475472450256348,0.5153794288635254,0.3567640781402588,-0.007115143351256847,0.20724108815193176
34,1.658674716949463,0.7161846160888672,-0.1719132959842682,-0.5132387280464172,0.1566259264945984
35,1.8838077783584595,0.3006095886230469,-0.04556265100836754,-0.16175486147403717,0.19968657195568085
36,1.360060691833496,0.8092786073684692,0.05667286738753319,-0.5921021103858948,0.19227594137191772
37,1.3053700923919678,0.7981402277946472,0.32655060291290283,-0.3762403726577759,0.2098630666732788
38,1.4209425449371338,0.7034847140312195,0.1868777871131897,-0.3989042043685913,0.20012593269348145
39,1.6515679359436035,0.46290579438209534,0.7100052833557129,0.23772741854190826,0.25072169303894043
40,1.3625340461730957,0.5195504426956177,0.3059224486351013,-0.34602218866348267,0.25397244095802307
41,1.4259669780731201,0.778630256652832,0.15835309028625488,-0.44097596406936646,0.24427169561386108
42,1.211478352546692,1.0642001628875732,0.23028859496116638,-0.582042932510376,0.24281561374664307
43,1.6446502208709717,0.30988651514053345,0.07966412603855133,-0.27568569779396057,0.23274537920951843
44,1.632152795791626,-0.08320295065641403,-0.1772715151309967,-0.5926945805549622,0.23441331088542938
45,1.5927560329437256,0.45630213618278503,0.2634718120098114,-0.17031273245811462,0.24674178659915924
46,1.6878185272216797,0.6572542190551758,0.26122087240219116,-0.08323723077774048,0.21475934982299805
47,1.5441017150878906,0.32052192091941833,0.0687253400683403,-0.398566871881485,0.1868378221988678
48,1.81171452999115,0.41678929328918457,0.2704020142555237,0.06792192161083221,0.24187418818473816
49,1.505854606628418,0.057764939963817596,0.41818350553512573,-0.09869810938835144,0.2207454890012741
50,1.5240604877471924,0.728067934513092,0.4141843318939209,-0.07296569645404816,0.21001115441322327
51,1.4214427471160889,0.6640329360961914,0.25802555680274963,-0.3232676386833191,0.21818122267723083
52,1.6932499408721924,0.41355207562446594,0.26917675137519836,-0.04049351066350937,0.2334696352481842
53,1.6317780017852783,0.2826014757156372,0.20208267867565155,-0.16613918542861938,0.2153916209936142
54,1.6075628995895386,0.4083532989025116,0.19825053215026855,-0.2174198478460312,0.1871519684791565
55,1.7082901000976562,0.4646541178226471,-0.39066049456596375,-0.6944441795349121,0.1817723512649536
56,1.7228271961212158,0.10346933454275131,0.42174583673477173,0.13927949965000153,0.1724940538406372
57,1.668379545211792,0.9020060300827026,-0.23189030587673187,-0.5911995768547058,0.18681985139846802
58,1.6735222339630127,0.6487647294998169,0.0543820783495903,-0.28834348917007446,0.18107283115386963
59,1.6664373874664307,0.08620361983776093,0.38422518968582153,0.01276265550404787,0.21124204993247986
60,1.4711651802062988,0.335300087928772,0.21114245057106018,-0.31769245862960815,0.22266745567321777
61,1.5979584455490112,0.7883012890815735,-0.07239820063114166,-0.47472476959228516,0.1681404411792755
62,1.7048025131225586,0.5775241255760193,0.30640894174575806,-0.02216101624071598,0.2233530879020691
63,1.6760330200195312,0.645569920539856,-0.28121697902679443,-0.61475670337677,0.1645836979150772
64,1.7684801816940308,0.2528144419193268,0.27761346101760864,0.03858920931816101,0.20581012964248657
65,1.6111695766448975,0.07572510838508606,0.33899208903312683,-0.049838460981845856,0.21010001003742218
66,1.753875732421875,0.710491418838501,-0.2801605463027954,-0.5368413925170898,0.18049739301204681
67,1.6308183670043945,0.7278623580932617,0.026514826342463493,-0.34266677498817444,0.19583961367607117
68,1.7045384645462036,0.2758903205394745,0.25229743123054504,-0.06106371432542801,0.2260565459728241
69,1.7572789192199707,0.4140065908432007,0.16907784342765808,-0.07364311814308167,0.1862967610359192
70,1.8411401510238647,0.8020457029342651,-0.21546068787574768,-0.3743205666542053,0.1918460577726364
71,1.7381479740142822,0.3674373924732208,0.08744480460882187,-0.17440712451934814,0.18000701069831848
72,1.7319293022155762,0.14289139211177826,0.38497665524482727,0.11690597981214523,0.18932032585144043
73,1.8681273460388184,0.1293635070323944,-0.0810202807188034,-0.21289294958114624,0.2267799973487854
74,1.8035516738891602,0.6590003967285156,-0.12312231957912445,-0.31957072019577026,0.18749450147151947
75,1.8692901134490967,0.44216981530189514,-0.26508021354675293,-0.3965625464916229,0.17960719764232635
76,1.773173213005066,-0.13725802302360535,0.1838521659374237,-0.042974576354026794,0.21544498205184937
77,1.8127498626708984,0.4554128646850586,0.22955650091171265,0.020135361701250076,0.21146392822265625
78,1.6390154361724854,0.5249267220497131,0.1596491038799286,-0.20363426208496094,0.19860723614692688
79,1.7676162719726562,0.44798439741134644,-0.19675880670547485,-0.4305098354816437,0.16244876384735107
80,1.7328436374664307,0.44825315475463867,0.13418617844581604,-0.13297021389007568,0.17240101099014282
81,1.8285090923309326,0.461330384016037,-0.29013192653656006,-0.46601033210754395,0.16547760367393494
82,1.7348096370697021,0.005877163261175156,0.18764075636863708,-0.07980630546808243,0.21501469612121582
83,1.6434966325759888,0.25117626786231995,-0.008608207106590271,-0.3683629631996155,0.1906060427427292
84,1.701900601387024,0.6371055245399475,-0.23097729682922363,-0.5290766954421997,0.1746339499950409
85,1.5463366508483887,0.08730746805667877,0.4635070860385895,-0.003746306523680687,0.21994543075561523
86,1.7406024932861328,0.8758898973464966,-0.2265348881483078,-0.49457791447639465,0.17597191035747528
87,1.896273136138916,0.14775970578193665,0.06310579925775528,-0.04062099754810333,0.202399343252182
88,1.716059684753418,0.4259296655654907,0.07603490352630615,-0.20790547132492065,0.18221600353717804
89,1.6538150310516357,0.343416690826416,0.2658711373806,-0.08289643377065659,0.18372052907943726
90,1.8285009860992432,0.694979190826416,-0.3006726801395416,-0.47223955392837524,0.17338719964027405
91,1.8534139394760132,0.2666020393371582,-0.2409442961215973,-0.38894814252853394,0.21589156985282898
92,1.672100305557251,-0.06155802309513092,0.20956730842590332,-0.12633459270000458,0.18914881348609924
93,1.5889073610305786,0.6201469302177429,-0.04224817454814911,-0.4600169062614441,0.17690454423427582
94,1.8053982257843018,-0.06180290877819061,0.5810006260871887,0.34706637263298035,0.2252076119184494
95,1.800173282623291,0.7997808456420898,-0.0601222850382328,-0.2599489092826843,0.20140349864959717
96,1.7954655885696411,0.2214074730873108,0.034453753381967545,-0.17008067667484283,0.2105274498462677
97,1.729452133178711,0.31483525037765503,-0.022665098309516907,-0.29816868901252747,0.22121445834636688
98,1.7700238227844238,-0.10601505637168884,0.15428699553012848,-0.07568914443254471,0.20351819694042206
99,1.6122164726257324,-0.1134103313088417,0.47924748063087463,0.08884882926940918,0.2210521101951599
100,1.7947205305099487,0.4170515537261963,0.2414579689502716,0.032106392085552216,0.20304302871227264
101,1.903878092765808,0.14574742317199707,0.1751585602760315,0.07463641464710236,0.21141865849494934
102,1.6304426193237305,0.5219331979751587,-0.11475077271461487,-0.48438119888305664,0.20800670981407166
103,1.634613275527954,0.584450364112854,0.13619770109653473,-0.22957590222358704,0.19220015406608582
104,1.722458839416504,0.6416805982589722,0.007441561669111252,-0.2785506248474121,0.20863278210163116
105,1.7631977796554565,0.25980186462402344,0.41159021854400635,0.17166952788829803,0.20043733716011047
106,1.7635654211044312,0.45482736825942993,-0.07180678844451904,-0.3098445534706116,0.19929346442222595
107,1.7805047035217285,-0.005686992779374123,0.32629966735839844,0.10680432617664337,0.18914230167865753
108,1.7473169565200806,0.3070676624774933,-0.0818842351436615,-0.334567129611969,0.18778204917907715
109,1.7247604131698608,0.7058156728744507,-0.3870457410812378,-0.6774733662605286,0.19459927082061768
110,1.6468154191970825,0.313697874546051,0.14938950538635254,-0.20379506051540375,0.1791144609451294
111,1.5571845769882202,0.08098109811544418,0.41021284461021423,-0.03819581866264343,0.2349681258201599
112,1.7661561965942383,0.4371984004974365,-0.3177807033061981,-0.5540890097618103,0.19007596373558044
113,1.6404401063919067,0.3894214630126953,-0.01618880033493042,-0.37574875354766846,0.2144954800605774
114,1.7226982116699219,0.46362990140914917,-0.21304774284362793,-0.4956304430961609,0.20499728620052338
115,1.7710633277893066,0.6100910902023315,0.08828861266374588,-0.14064818620681763,0.1840498298406601
116,1.7290267944335938,-0.07099045068025589,0.40631303191185,0.13358540832996368,0.2326667308807373
117,1.785531997680664,-0.025857578963041306,0.30692410469055176,0.09245600551366806,0.2120896428823471
118,1.6184825897216797,0.12952789664268494,0.3434605598449707,-0.06441560387611389,0.20706292986869812
119,1.7160263061523438,0.3480370044708252,-0.1830315887928009,-0.47057318687438965,0.1943875253200531
120,1.6836597919464111,0.11884941160678864,0.08461436629295349,-0.23172584176063538,0.19592827558517456
121,1.7733042240142822,0.4208829402923584,0.1172136664390564,-0.11631360650062561,0.2005508542060852
122,1.5662755966186523,0.36344286799430847,0.2058919072151184,-0.2719072997570038,0.17791321873664856
123,1.6160414218902588,0.19412349164485931,-0.016133364289999008,-0.4044790267944336,0.22018441557884216
124,1.8295868635177612,0.019428778439760208,0.424111545085907,0.2528400719165802,0.18811985850334167
125,1.661618947982788,0.01039331778883934,-0.4806097447872162,-0.8647691011428833,0.23161634802818298
126,1.8302180767059326,0.30556756258010864,0.1382690817117691,-0.03764290362596512,0.20687724649906158
127,1.7576967477798462,0.13107644021511078,-0.022379614412784576,-0.2646828889846802,0.2191733568906784
128,1.8043965101242065,0.3654826581478119,-0.2529304623603821,-0.44853389263153076,0.22238437831401825
129,1.7206206321716309,-0.10466724634170532,0.2574473023414612,-0.021932214498519897,0.18344777822494507
130,1.7111282348632812,0.26426658034324646,0.13752079010009766,-0.1513509899377823,0.21019840240478516
131,1.6959048509597778,0.39774268865585327,-0.01162104681134224,-0.317813515663147,0.22008323669433594
132,1.7201495170593262,0.15391041338443756,-0.3151177763938904,-0.6397848725318909,0.21131479740142822
133,1.7365105152130127,0.6437689065933228,0.008488453924655914,-0.2584798038005829,0.19738924503326416
134,1.6378130912780762,0.005668731406331062,0.3030475974082947,-0.06751662492752075,0.22024647891521454
135,1.7496793270111084,0.2800295352935791,0.1919739693403244,-0.08465949445962906,0.21894824504852295
136,1.7531319856643677,0.6943562030792236,-0.3711189925670624,-0.6291781067848206,0.20265349745750427
137,1.8426432609558105,0.003135431557893753,0.3069057762622833,0.1495489627122879,0.20596100389957428
138,1.614267110824585,0.21187737584114075,0.2043716460466385,-0.18136130273342133,0.1959269940853119
139,1.7515525817871094,0.3788919150829315,-0.033974919468164444,-0.2824223041534424,0.19763609766960144
140,1.8631922006607056,0.48807293176651,0.004792563617229462,-0.13552983105182648,0.20762896537780762
141,1.815077781677246,0.22273662686347961,0.054379865527153015,-0.13054229319095612,0.21849673986434937
142,1.6933451890945435,0.47204646468162537,-0.03862128034234047,-0.3452761173248291,0.2058263123035431
143,1.6701748371124268,0.09283189475536346,0.03165518119931221,-0.2981700301170349,0.21588927507400513
144,1.7399437427520752,0.1837242990732193,0.18947544693946838,-0.07058084011077881,0.22681598365306854
145,1.6859427690505981,0.5845077037811279,-0.09001348912715912,-0.40407073497772217,0.1865042746067047
146,1.7141222953796387,0.3240661919116974,0.14966216683387756,-0.13621559739112854,0.21019312739372253
147,1.720931887626648,0.4920584559440613,-0.24498894810676575,-0.5243479013442993,0.1814175695180893
148,1.6949836015701294,0.44787487387657166,-0.13797102868556976,-0.44298747181892395,0.19556331634521484
149,1.535306453704834,0.4681187868118286,-0.20537260174751282,-0.6922981142997742,0.18540585041046143
150,1.8362836837768555,0.6068669557571411,-0.333048552274704,-0.512981653213501,0.20459014177322388
151,1.6497952938079834,0.23063968122005463,-0.07642235606908798,-0.4315992295742035,0.21837139129638672
152,1.7183418273925781,0.36124569177627563,0.0730181336402893,-0.21035760641098022,0.2023814618587494
153,1.9811769723892212,0.45659905672073364,-0.4341404438018799,-0.48146066069602966,0.2102828174829483
154,1.8141100406646729,-0.11194219440221786,0.4867706894874573,0.295213520526886,0.22410175204277039
155,1.7286406755447388,0.12438002228736877,0.10056813806295395,-0.1707911193370819,0.20371398329734802
156,1.8709750175476074,0.1220608651638031,0.31021857261657715,0.1772049367427826,0.19920159876346588
157,1.7296273708343506,0.29738083481788635,-0.04416058585047722,-0.3145332932472229,0.20070084929466248
158,1.7361810207366943,0.4475860595703125,-0.4240742623806,-0.7130331993103027,0.1928388774394989
159,1.7843427658081055,-0.13770225644111633,0.3641066551208496,0.14844945073127747,0.20043113827705383
160,1.8699660301208496,0.3970526456832886,-0.1575462818145752,-0.290730357170105,0.20288774371147156
161,1.7937614917755127,0.5263118743896484,0.03554365411400795,-0.17069485783576965,0.18526598811149597
162,1.822203516960144,0.5009787678718567,-0.14040276408195496,-0.318199098110199,0.19799333810806274
163,1.7916626930236816,0.555417537689209,0.022059015929698944,-0.18627826869487762,0.20746394991874695
164,1.7612042427062988,-0.0776762068271637,0.18446244299411774,-0.05433339625597,0.21391154825687408
165,1.7067153453826904,-0.10485044866800308,0.35679274797439575,0.05923088639974594,0.2142559289932251
166,1.7045834064483643,0.5885497331619263,-0.16834256052970886,-0.4639691114425659,0.20058086514472961
167,1.754148006439209,0.24730534851551056,0.1361221969127655,-0.11457892507314682,0.20758207142353058
168,1.6571258306503296,0.22509974241256714,0.05712209269404411,-0.2857521176338196,0.21146467328071594
169,1.799507975578308,0.020487066358327866,0.2428722381591797,0.04238022118806839,0.1939145028591156
170,1.7706037759780884,0.09992499649524689,0.17843592166900635,-0.050960320979356766,0.19201155006885529
171,1.7702707052230835,0.7826188802719116,-0.1805749237537384,-0.4103042185306549,0.20109950006008148
172,1.8458373546600342,0.6796367168426514,-0.2012602984905243,-0.35842740535736084,0.18132872879505157
173,1.8597038984298706,-0.045227617025375366,0.5513193607330322,0.38339364528656006,0.23113088309764862
174,1.6175366640090942,0.4044075012207031,0.01782473362982273,-0.3672603666782379,0.19067621231079102
175,1.8185175657272339,0.017943495884537697,0.3568453788757324,0.17536284029483795,0.22340360283851624
176,1.6865921020507812,0.43336766958236694,-0.12812422215938568,-0.44153204560279846,0.21267056465148926
177,1.7553083896636963,0.45419543981552124,-0.1050136536359787,-0.3497052788734436,0.1952478587627411
178,1.8751789331436157,0.42113614082336426,-0.09070268273353577,-0.2294754683971405,0.18415464460849762
179,1.6639704704284668,0.28704237937927246,0.021954696625471115,-0.3192278742790222,0.22782272100448608
180,1.7460224628448486,0.31845903396606445,0.058039139956235886,-0.19593843817710876,0.22411727905273438
181,1.8301050662994385,0.3929225206375122,-0.10994784533977509,-0.2878546714782715,0.186819389462471
182,2.0002729892730713,0.1281256228685379,-0.14781898260116577,-0.14754611253738403,0.21131351590156555
183,1.5776927471160889,0.5222057104110718,0.06763248890638351,-0.35467466711997986,0.18687018752098083
184,1.8206946849822998,0.35826534032821655,0.15896421670913696,-0.02071945182979107,0.20613738894462585
185,1.7085769176483154,0.3576992452144623,-0.2880367636680603,-0.588440477848053,0.20442712306976318
186,1.711707353591919,0.08923181891441345,0.06624532490968704,-0.22204738855361938,0.22701673209667206
187,1.4833579063415527,0.3927127420902252,0.09140472114086151,-0.42523741722106934,0.22185036540031433
188,1.7898423671722412,0.3949020206928253,0.05079261213541031,-0.1713462471961975,0.19472771883010864
189,1.7985725402832031,-0.10623586177825928,0.1838495433330536,-0.01757805421948433,0.21538399159908295
190,1.7283066511154175,-0.031814903020858765,0.6288735866546631,0.3239724934101105,0.2153618335723877
191,1.8521277904510498,0.8928074836730957,-0.11762949824333191,-0.2655017375946045,0.18935748934745789
192,1.6888439655303955,0.15861579775810242,0.2773914933204651,-0.03376448154449463,0.19810733199119568
193,1.6703557968139648,0.5111986398696899,-0.4466594457626343,-0.8197896480560303,0.18878954648971558
194,1.6146485805511475,0.3818976879119873,0.08515089750289917,-0.3142026662826538,0.2073383331298828
195,1.7756679058074951,0.38014817237854004,-0.2555505633354187,-0.480044960975647,0.22786623239517212
196,1.7494381666183472,0.5920419692993164,-0.13518811762332916,-0.38744664192199707,0.20540764927864075
197,1.7958183288574219,0.4741499125957489,0.11355730891227722,-0.09731554985046387,0.21366147696971893
198,1.683617353439331,0.5005438923835754,-0.12805727124214172,-0.44443994760513306,0.1995384395122528
199,1.6176209449768066,0.04230958968400955,0.34374645352363586,-0.049399346113204956,0.199752539396286
200,1.5267443656921387,0.45358332991600037,-0.009236779063940048,-0.48406919836997986,0.19412975013256073
