epoch,global_step,lambda_target,lambda_effective,clip_interval,d_loss,g_loss,g_adv,d_real_aug,d_fake_aug,clip_mmd,clip_steps,adv_grad_norm,clip_grad_norm_unweighted,weighted_clip_to_adv_grad_ratio,epoch_seconds,training_elapsed_hours
13,8125,0.025,0.025,4,1.3763862917900085,0.42226572720110417,0.4219880270510912,0.34938638720214366,-0.4247262476891279,0.04421980802420598,157,8.020505905151367,0.39879733324050903,0.0012430554193108058,79.88924199300027,0.29043539964083337
14,8750,0.025,0.025,4,1.3716165021896363,0.4423363656878471,0.4420628569841385,0.3432329337954521,-0.4380299879014492,0.04383148940709921,156,7.856812953948975,0.4701526463031769,0.0014960030519336398,79.72143432800021,0.3125804210386111
15,9375,0.025,0.025,4,1.3751664050102235,0.4336587052613497,0.4333729300707579,0.35094594998061657,-0.426237102329731,0.04579736368778425,156,7.691009998321533,0.5181741714477539,0.0016843502074527239,79.80720436399997,0.3347492281180556
16,10000,0.025,0.025,4,1.3792233275413512,0.43429310453534126,0.43401487431526187,0.3488607483714819,-0.4281920285344124,0.044588131782336116,156,7.214598178863525,0.4820021986961365,0.0016702323079761025,79.86136558899989,0.3569785908372222
17,10625,0.025,0.025,4,1.359409351158142,0.4413638008996844,0.4410829863786697,0.36177262693047524,-0.4387789181113243,0.04471566096232955,157,7.86031436920166,0.47056931257247925,0.0014966618714903671,80.15562750399977,0.3792441950683333
18,11250,0.025,0.025,4,1.3709205885887146,0.4263034839183092,0.4260241271048784,0.3564296381264925,-0.43172498368024825,0.04476874073346456,156,8.124730110168457,0.5231490135192871,0.001609742743529853,79.88014746699992,0.40143334542527775
19,11875,0.025,0.025,4,1.3716419309616088,0.4404589689940214,0.44017552510797975,0.35117187415361406,-0.4371939182519913,0.04542368077314817,156,6.972204208374023,0.3833432197570801,0.0013745409927059457,79.78564235900012,0.4235961869583334
20,12500,0.025,0.025,4,1.3658299255371094,0.4460267893075943,0.4457535642266274,0.35676357139348985,-0.4372505457192659,0.04378604831603857,156,7.276162147521973,0.34836310148239136,0.00119693285560243,79.84135208499993,0.44577448465777775
21,13125,0.025,0.025,4,1.374975436592102,0.43058353855609893,0.430297063857317,0.3486637534528971,-0.4368807205438614,0.04561701246127961,157,6.92087984085083,0.5890821814537048,0.0021279165185639354,80.01389182000003,0.4680975095044445
22,13750,0.025,0.025,4,1.366850196456909,0.45457432239353657,0.4542828254342079,0.3478790019273758,-0.44493535527586936,0.04671427951409267,156,7.076450824737549,0.6426273584365845,0.0022703024946846085,79.94793123199997,0.49030542954611106
23,14375,0.025,0.025,4,1.364225943851471,0.44085938467010855,0.4405670279979706,0.35145613455176355,-0.4472557316929102,0.046852083351367556,156,8.103747367858887,0.5567191243171692,0.0017174743333103852,80.06063962300004,0.5125446372161111
24,15000,0.025,0.025,4,1.3652389392852784,0.43349388260245325,0.43319775452017784,0.3539329231351614,-0.44670729903280737,0.04745636116235684,156,6.97523307800293,0.4698285460472107,0.0016839170132137244,79.79193073000033,0.5347093097636112
25,15625,0.025,0.025,4,1.3768723598480224,0.4361078944027424,0.43582137352824213,0.3559985752016306,-0.4297046414226294,0.045624280811115435,157,6.914148807525635,0.527854859828949,0.0019086039168494998,80.1095577709998,0.5569621068586111
26,16250,0.025,0.025,4,1.3719799598693847,0.4376654020324349,0.43737101719379423,0.3503481707394123,-0.4431533182680607,0.047177041379305035,156,7.476505279541016,0.528784990310669,0.0017681556106087949,80.11904163099962,0.5792608639611111
27,16875,0.025,0.025,4,1.3679754770278931,0.4423501390784979,0.4420616646975279,0.35171380726099016,-0.44533725095391274,0.04622993369897207,156,6.567626953125,0.5370597839355469,0.0020443448895951823,79.69205069600002,0.6013977314022223
28,17500,0.025,0.025,4,1.3731624319076539,0.4351192437149584,0.4348315398365259,0.358622468996048,-0.43590785858035086,0.046106417591755204,156,7.6694817543029785,0.3774339556694031,0.0012303111467005024,79.54818263200013,0.6234946116280556
29,18125,0.025,0.025,4,1.3678001742362975,0.43137896760851147,0.4310921009480953,0.35423477677553894,-0.44327735782265665,0.04567947053605584,157,7.400196075439453,0.4932052791118622,0.0016661899025512432,79.90025520899962,0.6456892618022223
30,18750,0.025,0.025,4,1.3738412728309632,0.43678179031610487,0.43650105184316634,0.3617068726480007,-0.4317031865358353,0.04499018688996633,156,6.79445743560791,0.4968746602535248,0.0018282352379217926,79.67876350300048,0.6678224044702779
31,19375,0.025,0.025,4,1.3684091060638428,0.4277855086371303,0.42750368307232856,0.3675673768401146,-0.4335478953897953,0.04516439712964571,156,7.471157073974609,0.5521224737167358,0.0018475132708694682,79.83426919499925,0.690094482833889
32,20000,0.025,0.025,4,1.3713026807785034,0.4391632712841034,0.43886901153326036,0.3648316901743412,-0.4365231237590313,0.047157012117214694,156,7.073520660400391,0.5053641200065613,0.001786112405226069,79.5858344520002,0.712203323188889
33,20625,0.025,0.025,4,1.3783121363639832,0.4352540894642472,0.43496221460700035,0.35955657557845117,-0.43128022152483464,0.046476901716487426,157,7.806140422821045,0.42248085141181946,0.0013530401342022617,79.98413383099978,0.7344213225191667
34,21250,0.025,0.025,4,1.3685070226669311,0.4468022294342518,0.446511875718832,0.36733093155026436,-0.436333312484622,0.046531082154848635,156,7.9465789794921875,0.4436018168926239,0.0013955748065847939,79.85848027699922,0.7566044674277778
35,21875,0.025,0.025,4,1.3730817725181579,0.4426977421849966,0.4424195308119059,0.36281356592178343,-0.4347870956629515,0.04458506940267025,156,8.088181495666504,0.5672867894172668,0.001753443557495614,79.74995024399959,0.7787574516305555
36,22500,0.025,0.025,4,1.3674025175094604,0.45306398958563804,0.4527674666047096,0.3576810872882605,-0.4502494412481785,0.04751969243471439,156,9.647989273071289,0.38861966133117676,0.0010069965107026538,79.79985983299957,0.8009684167552779
37,23125,0.025,0.025,4,1.3787361870765686,0.44664638127982614,0.44635465273559094,0.35253525809198616,-0.4417036417633295,0.046453606740684265,157,8.559735298156738,0.5349202156066895,0.0015623152964843426,80.00737250300062,0.8231928390497223
38,23750,0.025,0.025,4,1.368665630054474,0.44554249249845745,0.44525254874825476,0.36056998793035744,-0.4463607135593891,0.0464653118680685,156,9.154095649719238,0.43930867314338684,0.001199759894241603,79.81188384500001,0.8453629534008335
39,24375,0.025,0.025,4,1.3748609146118165,0.44530744027495384,0.44502529736161234,0.3513936882853508,-0.44518463147878645,0.045215229575450606,156,7.812856674194336,0.6344530582427979,0.0020301571009819623,79.84329158000037,0.8675417817544444
40,25000,0.025,0.025,4,1.3764687922477723,0.44007252915352585,0.4397886214733124,0.3560846520662308,-0.43758449930548665,0.04549798025534703,156,6.643229007720947,0.5591086745262146,0.002104054646755376,79.83334130000003,0.8897178610380557
41,25625,0.025,0.025,4,1.3729456790924073,0.43111031312048437,0.4308236711740494,0.3619915577977896,-0.44143023553341626,0.045643626504642945,157,7.904909133911133,0.46414273977279663,0.0014678939754717696,80.08430069400038,0.912056099265
42,26250,0.025,0.025,4,1.3797803573608398,0.44601671040654184,0.4457339564681053,0.3533846095979214,-0.4370411003381014,0.0453131282940889,156,7.682250022888184,0.38147473335266113,0.001241416031163106,79.91351850299998,0.9342544361266667
43,26875,0.025,0.025,4,1.3796028469085693,0.4295140840142965,0.4292376046925783,0.35539795069098473,-0.43772669935524466,0.044307571955216236,156,8.528353691101074,0.6854156851768494,0.002009226252811394,79.9276877379998,0.9564567731452778
44,27500,0.025,0.025,4,1.3692387175559997,0.44456937955096365,0.4442829876303673,0.3673918034851551,-0.4411875832974911,0.045896164690836884,156,7.158694267272949,0.7233008742332458,0.002525952524400731,79.84319107700048,0.9786355822052779
45,28125,0.025,0.025,4,1.37560466299057,0.44005163617134097,0.4397607519030571,0.35527122649252413,-0.4448954498052597,0.04631913372665454,157,8.088390350341797,0.7606260776519775,0.0023509809885097696,80.94532805699964,1.0011205415430557
46,28750,0.025,0.025,4,1.3854902786254883,0.43164404324889183,0.4313649566859007,0.3548855640903115,-0.43153501396477223,0.04472544006048105,156,7.7227702140808105,0.49408286809921265,0.0015994353528684525,80.81948416499927,1.0236138105547221
47,29375,0.025,0.025,4,1.3848804166793822,0.4415516789227724,0.4412784148097038,0.35083802020251753,-0.43837669288516046,0.04379230470229418,156,8.47864055633545,0.487514466047287,0.001437478280887271,81.53589313700013,1.046262812165
48,30000,0.025,0.025,4,1.3739935053825378,0.4243399507433176,0.424060526829958,0.36429127823412416,-0.4394390618443489,0.0447794693784836,156,7.681399822235107,0.41867655515670776,0.001362631046572976,81.4452847420007,1.0688866790641667
49,30625,0.025,0.025,4,1.3737333528518676,0.4409861739726737,0.44070108183324336,0.36023193701803685,-0.4443270131498575,0.04539680613833628,157,7.8398284912109375,0.4511471092700958,0.0014386383253660049,81.57042159899993,1.0915453459525
50,31250,0.025,0.025,4,1.3747538442611695,0.4346516553193331,0.43438177617788315,0.3638489705622196,-0.4408706520676613,0.043249935866930544,156,8.119952201843262,0.6984488368034363,0.002150409323360566,81.33581048399992,1.1141388070827778
