epoch,global_step,lambda_target,lambda_effective,clip_interval,d_loss,g_loss,g_adv,d_real_aug,d_fake_aug,clip_mmd,clip_steps,adv_grad_norm,clip_grad_norm_unweighted,weighted_clip_to_adv_grad_ratio,epoch_seconds,training_elapsed_hours
1,625,0.025,0.005000000000000001,4,1.397052216911316,0.4020266317293048,0.40196851555109026,0.33048273638486864,-0.40629293086230756,0.04627130099922229,157,5.4684929847717285,0.44966402649879456,0.000411140718065276,81.981038162,0.022886546453888868
2,1250,0.025,0.010000000000000002,4,1.3894363242149352,0.4084869298733771,0.4083798331975937,0.3331500598564744,-0.4087107836470008,0.04290729875747974,156,6.250668048858643,0.3716517686843872,0.0005945792766138814,81.35417900399989,0.04548510875000002
3,1875,0.025,0.015,4,1.3776161801338196,0.4083477645277977,0.4081859667003155,0.3444640804320574,-0.4162865527868271,0.043215242524941765,156,6.283766269683838,0.4598534107208252,0.0010977176528813562,81.54436919499994,0.0681366050669445
4,2500,0.025,0.020000000000000004,4,1.3859858846664428,0.4293084732651711,0.42908603733181955,0.3291179262906313,-0.41550040543079375,0.04455840855072706,156,6.477670669555664,0.6237537860870361,0.001925858284270641,80.1159332240004,0.09039119294916664
5,3125,0.025,0.025,4,1.3891876159667969,0.42213246884793043,0.42186382670998573,0.3255474906176329,-0.41853763373196123,0.042777372013991045,157,6.526850700378418,0.5831012725830078,0.0022334710082659026,80.5002567659999,0.11275255056416661
6,3750,0.025,0.025,4,1.377697100830078,0.4295867930997163,0.4293082335025072,0.33789989523887637,-0.42396544527709484,0.04464095372420091,156,6.323688983917236,0.46525266766548157,0.0018393245969589053,80.03512538099994,0.1350329222966667
7,4375,0.025,0.025,4,1.374348265838623,0.4330621391572058,0.43279130445495245,0.33775450500398874,-0.4301721107304096,0.04340302180021237,156,6.672213554382324,0.46676477789878845,0.0017489127637117384,79.8254462330001,0.1572068303033333
8,5000,0.025,0.025,4,1.3659771408081054,0.41908129940330985,0.41881141270697114,0.3599022328019142,-0.42231374946832656,0.04325103568725097,156,7.012024402618408,0.5508732795715332,0.0019640308131480115,79.76755574400022,0.1793646216044444
9,5625,0.025,0.025,4,1.3730903611183167,0.4454293640576303,0.44514749582409857,0.3394601796478033,-0.43335830147266385,0.04488353554610234,157,6.911769866943359,0.38294902443885803,0.001385133734958295,80.01775274200008,0.20159193138611115
10,6250,0.025,0.025,4,1.3694009224891663,0.4334087849199772,0.43312404405474664,0.347056106325984,-0.43660709033608436,0.04563148472553644,156,6.6776018142700195,0.546366274356842,0.0020455183221214936,79.85265042600031,0.22377338889249995
11,6875,0.025,0.025,4,1.3659243579864502,0.43126219992786646,0.43098484161496164,0.35708121351897715,-0.4289951251745224,0.04444846625511463,156,6.924426078796387,0.4131550192832947,0.001491657989347436,79.91899975100023,0.24606154306611105
12,7500,0.025,0.025,4,1.3767845882415772,0.42710611025840045,0.4268326521217823,0.34846037700921295,-0.4245983245670795,0.043823378590437084,156,6.924417018890381,0.505155622959137,0.0018238200471643706,79.85521333799988,0.2682437712438888
