epoch,D_loss,G_loss,D_real,D_fake,gamma
67,1.670316219329834,0.3862077295780182,0.04800789803266525,-0.31387633085250854,0.09625159204006195
68,1.8881540298461914,0.5788102149963379,-0.27272677421569824,-0.4124714434146881,0.09668818861246109
69,1.6234185695648193,0.17681872844696045,-0.4942169785499573,-1.049399971961975,0.0990515947341919
70,1.5535304546356201,-0.07903782278299332,0.09514730423688889,-0.35419511795043945,0.10104651749134064
71,1.636702060699463,0.578670859336853,-0.4068399965763092,-0.8469491004943848,0.10085247457027435
72,1.6158456802368164,0.5430045127868652,-0.23071761429309845,-0.621520459651947,0.10158940404653549
73,1.6089099645614624,0.8806055188179016,-0.2789750397205353,-0.7137987017631531,0.1024431362748146
74,1.719397783279419,0.45524802803993225,-0.18252839148044586,-0.49766409397125244,0.10360796749591827
75,1.534620761871338,0.5088422298431396,-0.027376893907785416,-0.5122244358062744,0.10482186079025269
76,1.7221035957336426,0.36821889877319336,-0.43725088238716125,-0.7376530170440674,0.10591977834701538
77,1.6199886798858643,0.8567913770675659,0.12824147939682007,-0.274100124835968,0.10789906233549118
78,1.5642833709716797,0.6446572542190552,0.4481993019580841,-0.03571713715791702,0.1090201586484909
79,1.7169771194458008,0.5961317420005798,0.06281305849552155,-0.24098536372184753,0.11000587791204453
80,1.7777838706970215,-0.10722707211971283,0.35937798023223877,0.09637340158224106,0.11043386161327362
81,1.4706122875213623,0.8799078464508057,0.07022688537836075,-0.4819757342338562,0.11278613656759262
82,1.4965455532073975,0.9087029695510864,0.5495046973228455,-0.03518643230199814,0.11500170081853867
83,1.6787105798721313,0.4712049663066864,-0.09821050614118576,-0.42123880982398987,0.11466296017169952
84,1.4676735401153564,0.38808536529541016,-0.05867438018321991,-0.6127253174781799,0.11521030217409134
85,1.441728115081787,0.8505501747131348,-0.058663107454776764,-0.6206579208374023,0.11805455386638641
86,1.7063210010528564,0.38676390051841736,-0.14393582940101624,-0.4432896077632904,0.11826496571302414
87,1.703355073928833,0.6667090654373169,0.025926977396011353,-0.28539183735847473,0.12108904868364334
88,1.414874792098999,0.7194383144378662,0.44724270701408386,-0.1967395544052124,0.1227012351155281
89,1.446921944618225,0.593153715133667,0.23508459329605103,-0.4029885530471802,0.1255825161933899
90,1.546356439590454,0.10113991796970367,-0.2434234619140625,-0.7778519988059998,0.12677313387393951
91,1.5646214485168457,0.17672540247440338,-0.010467993095517159,-0.4572128355503082,0.12838932871818542
92,1.4942986965179443,0.5255178213119507,-0.056466244161129,-0.6902790665626526,0.12978492677211761
93,1.6060656309127808,0.6228155493736267,0.13410939276218414,-0.2656146287918091,0.13245682418346405
94,1.795226812362671,0.5147534012794495,0.4555208683013916,0.1473623365163803,0.13642415404319763
95,1.4850356578826904,0.655572772026062,-0.059788525104522705,-0.59650719165802,0.13734601438045502
96,1.5491750240325928,0.7081916332244873,-0.0382714569568634,-0.530048131942749,0.13797694444656372
97,1.5201072692871094,0.3230171799659729,0.0916309505701065,-0.4007495045661926,0.14115071296691895
98,1.4786553382873535,0.8016460537910461,0.7284682989120483,-0.01923602819442749,0.14491602778434753
99,1.3613388538360596,0.706087589263916,0.3588656783103943,-0.334808349609375,0.1488160341978073
100,1.3331681489944458,0.4208295941352844,0.5170472860336304,-0.24425780773162842,0.14934378862380981
101,1.525018572807312,-0.03887166455388069,0.11591944843530655,-0.4088676869869232,0.15170519053936005
102,1.6082978248596191,0.9912656545639038,0.5433669686317444,0.07526537030935287,0.15572811663150787
103,1.8667805194854736,0.6236742734909058,-0.5423147082328796,-0.752071738243103,0.15896819531917572
104,1.591886281967163,0.42108267545700073,0.22451788187026978,-0.20131506025791168,0.16241195797920227
105,1.6507236957550049,0.7396203279495239,-0.3721635341644287,-0.7849593162536621,0.1668386161327362
106,1.3099374771118164,0.23794788122177124,0.40772977471351624,-0.3857792913913727,0.16888189315795898
107,1.2596659660339355,0.19991621375083923,-0.035847678780555725,-0.9164162874221802,0.1720818281173706
108,1.448214054107666,0.28381437063217163,0.058586485683918,-0.5429915189743042,0.17459601163864136
109,1.5059537887573242,0.4542021155357361,0.5880550146102905,-0.04364177584648132,0.1755276471376419
110,1.3126016855239868,0.3836665153503418,0.3152397871017456,-0.4001597762107849,0.17817315459251404
111,1.5805201530456543,0.4707620143890381,-0.10318759083747864,-0.5779459476470947,0.18170641362667084
112,1.8834197521209717,0.5529326796531677,0.25672346353530884,0.10705628991127014,0.18093328177928925
113,1.6126585006713867,0.28156930208206177,-0.3587011992931366,-0.8177931308746338,0.18625664710998535
114,1.4260492324829102,0.9833913445472717,0.4249613285064697,-0.22574222087860107,0.189447820186615
115,1.92203950881958,0.41475555300712585,0.21950840950012207,0.11286182701587677,0.19067265093326569
116,1.5398578643798828,0.6204211115837097,0.6455116868019104,0.022841092199087143,0.19338878989219666
117,1.4764618873596191,0.19933956861495972,0.0726092979311943,-0.5405716896057129,0.1952906996011734
118,1.7280259132385254,0.7728750705718994,0.528128445148468,0.08892252296209335,0.1989148110151291
119,1.2980830669403076,0.5811630487442017,0.331548273563385,-0.42888426780700684,0.20171576738357544
120,1.7099273204803467,0.028142213821411133,0.30866944789886475,-0.014789029955863953,0.20242463052272797
121,1.3866980075836182,1.1725528240203857,0.5287556052207947,-0.2096620798110962,0.20260202884674072
122,1.3837741613388062,0.11362301558256149,-0.04842349886894226,-0.743533730506897,0.20461885631084442
123,1.7491600513458252,0.8229158520698547,-0.5052379369735718,-0.7918151617050171,0.20868253707885742
124,1.5326019525527954,0.7315627932548523,-0.033169716596603394,-0.535963237285614,0.20762231945991516
125,1.6410198211669922,0.5932248830795288,-0.0901375263929367,-0.47796833515167236,0.21147070825099945
126,1.4644334316253662,0.9934965372085571,0.0517728328704834,-0.5875803232192993,0.21331867575645447
127,1.4406578540802002,0.21651461720466614,-0.018867000937461853,-0.612216055393219,0.2145887315273285
128,1.3709826469421387,0.7865318059921265,0.6126580238342285,-0.11362896859645844,0.21706250309944153
129,1.577232003211975,0.2699463367462158,-0.0713113322854042,-0.5681106448173523,0.2203606367111206
130,1.6438119411468506,0.46170106530189514,-0.4319750666618347,-0.9293114542961121,0.22360384464263916
131,1.5699622631072998,0.9539047479629517,0.48811113834381104,-0.06397154927253723,0.2264310121536255
132,1.5386111736297607,1.1928460597991943,0.7156996130943298,0.0505647286772728,0.2313198745250702
133,1.404928207397461,0.7912279367446899,-0.03830169886350632,-0.6438028812408447,0.2335118055343628
134,1.5265514850616455,0.6026303768157959,-0.20222730934619904,-0.7460145354270935,0.2387775182723999
135,1.3608160018920898,0.07811371982097626,0.01564060151576996,-0.7417472004890442,0.2396005392074585
136,1.5651453733444214,0.31486740708351135,-0.2024630457162857,-0.6984729170799255,0.24349519610404968
137,1.4596211910247803,0.6986122131347656,0.535292387008667,-0.07422860711812973,0.24696587026119232
138,1.3948410749435425,0.7043129205703735,-0.04874718189239502,-0.7546787261962891,0.25086915493011475
139,1.5210336446762085,0.6679466962814331,-0.25405192375183105,-0.8512080311775208,0.2539740204811096
140,1.5239441394805908,0.6720222234725952,0.20830151438713074,-0.3252562880516052,0.2580186426639557
141,1.4702736139297485,0.6222522258758545,0.5990605354309082,-0.039888896048069,0.25895121693611145
142,1.3273123502731323,0.6038020849227905,0.4676816761493683,-0.3254866600036621,0.26220521330833435
143,1.5610283613204956,0.7668296098709106,-0.38218605518341064,-0.928931713104248,0.2665943503379822
144,1.6636141538619995,-0.24009329080581665,-0.43442511558532715,-0.8983103036880493,0.26746127009391785
145,1.3961352109909058,0.34452879428863525,-0.08566014468669891,-0.7800488471984863,0.2711537182331085
146,1.3489793539047241,0.6313503980636597,0.22951552271842957,-0.46718764305114746,0.2756898105144501
147,1.4165209531784058,0.25338172912597656,-0.16995838284492493,-0.8374117016792297,0.27716153860092163
148,1.1918858289718628,0.7679083347320557,0.6001600027084351,-0.34728920459747314,0.28055426478385925
149,1.4273548126220703,0.2650945782661438,0.2556641101837158,-0.36082619428634644,0.28250083327293396
150,1.5615997314453125,0.5002851486206055,-0.28856897354125977,-0.7806637287139893,0.283712238073349
151,1.3981845378875732,0.5772759914398193,0.06156674399971962,-0.5421985983848572,0.28637731075286865
152,1.5461220741271973,0.6914833784103394,-0.04054346680641174,-0.5710376501083374,0.288174033164978
153,1.3502657413482666,0.9143723249435425,0.02600487694144249,-0.6960829496383667,0.2914206087589264
154,1.3414533138275146,-0.2905193567276001,0.14326155185699463,-0.5729140043258667,0.29292818903923035
155,1.3257954120635986,0.631456732749939,0.2327672839164734,-0.4991537928581238,0.29484859108924866
156,1.4972286224365234,0.2564278841018677,0.33789706230163574,-0.20639005303382874,0.2969934940338135
157,1.6586875915527344,0.6692042350769043,0.8163045048713684,0.1551683247089386,0.299566388130188
158,1.2283687591552734,1.1545758247375488,0.5853487253189087,-0.29265618324279785,0.3020182251930237
159,1.48032546043396,0.5645928382873535,0.231510192155838,-0.3336201012134552,0.30565351247787476
160,1.5915879011154175,0.7456725239753723,0.361369788646698,-0.07778821885585785,0.3058718740940094
161,1.6866141557693481,0.2710074782371521,0.12126482278108597,-0.20307637751102448,0.307013601064682
162,1.598895788192749,0.6509498953819275,0.03379896283149719,-0.3885255455970764,0.30955585837364197
163,1.540924310684204,0.7555117607116699,-0.1818796694278717,-0.8768644332885742,0.3104075789451599
164,1.1988152265548706,-0.07301543653011322,0.3094819486141205,-0.6265114545822144,0.31354841589927673
165,1.491752028465271,0.9545142650604248,0.6538360118865967,-0.017458034679293633,0.31436023116111755
166,1.4804461002349854,0.5349512696266174,-0.18197062611579895,-0.7675207853317261,0.3153562843799591
167,1.5154337882995605,1.027724266052246,0.38182878494262695,-0.2779489755630493,0.31804561614990234
168,1.3779571056365967,0.6957892775535583,0.23609814047813416,-0.501475989818573,0.3164679706096649
169,1.2383694648742676,0.9663516879081726,0.6917972564697266,-0.21160383522510529,0.3179835081100464
170,1.3470731973648071,0.16904714703559875,-0.04213567078113556,-0.7884909510612488,0.32258087396621704
171,1.5783276557922363,0.599600076675415,-0.19719001650810242,-0.6752509474754333,0.32399675250053406
172,1.5050345659255981,0.9161874055862427,0.604339063167572,0.012903403490781784,0.32445862889289856
173,1.4721553325653076,0.41239386796951294,0.009678013622760773,-0.5576038360595703,0.32743939757347107
174,1.526037335395813,0.2801930010318756,-0.20459836721420288,-0.7437893748283386,0.32658877968788147
175,1.4692087173461914,0.5783175230026245,0.5118308067321777,-0.10644166171550751,0.328499436378479
176,1.2469109296798706,0.3899930715560913,0.28283414244651794,-0.579098105430603,0.32732445001602173
177,1.2786108255386353,-0.6712810397148132,-0.13148123025894165,-1.0147175788879395,0.3286883234977722
178,1.6355116367340088,0.8983670473098755,0.25277209281921387,-0.19866430759429932,0.32939401268959045
179,1.6859896183013916,0.9518466591835022,1.0541787147521973,0.3378402888774872,0.3310001790523529
180,1.428055763244629,0.350563108921051,0.1353011131286621,-0.4673751890659332,0.3329261839389801
181,1.4279066324234009,1.0987628698349,0.23941099643707275,-0.4335854947566986,0.3317079246044159
182,1.2914190292358398,0.6900040507316589,0.384477436542511,-0.42515355348587036,0.3327038586139679
183,1.2261528968811035,0.21280065178871155,0.32624998688697815,-0.5486145615577698,0.3321596086025238
184,1.2581562995910645,0.3703465759754181,0.6205674409866333,-0.29321837425231934,0.3320237398147583
185,1.4341391324996948,1.1922740936279297,0.7205625176429749,0.02052357979118824,0.33326366543769836
186,1.4688818454742432,0.926182746887207,0.7419919371604919,0.014187037944793701,0.3361244201660156
187,1.432020664215088,0.44941970705986023,0.12363731116056442,-0.4711140990257263,0.33576151728630066
188,1.3754550218582153,0.6943904161453247,-0.04675903171300888,-0.7472155094146729,0.3362407386302948
189,1.382753610610962,0.9252279996871948,0.7847034931182861,-0.04784177243709564,0.336769163608551
190,1.4169726371765137,0.383080393075943,-0.10842537879943848,-0.7732961177825928,0.3384106159210205
191,1.4145240783691406,0.6108204126358032,0.13500751554965973,-0.55927574634552,0.3370164930820465
192,1.2707279920578003,0.7937815189361572,0.4466099739074707,-0.3491824269294739,0.33776426315307617
193,1.5315940380096436,0.44560521841049194,0.03559316694736481,-0.47619450092315674,0.3398662805557251
194,1.4383583068847656,0.5662987232208252,-0.02037625014781952,-0.6447545886039734,0.3421834707260132
195,1.2526836395263672,1.0185106992721558,0.6690203547477722,-0.21394440531730652,0.34281298518180847
196,1.322953224182129,-0.2711613178253174,-0.04569321870803833,-0.8288521766662598,0.34398120641708374
197,1.262899398803711,0.5443251729011536,0.1729348599910736,-0.6933912038803101,0.34577175974845886
198,1.412806749343872,0.6338784098625183,-0.14795884490013123,-0.8145173788070679,0.3476129174232483
199,1.4223332405090332,0.6768360733985901,0.8194115161895752,-0.0018099769949913025,0.34825482964515686
200,1.3313530683517456,-0.24130284786224365,-0.03143211081624031,-0.8353754281997681,0.35162875056266785
