epoch,D_loss,G_loss,G_adv,G_lap,D_real,D_fake
55,0.6108236908912659,1.8069813251495361,1.7901066541671753,0.016874639317393303,0.7028706073760986,0.16401708126068115
56,0.7258313894271851,1.60704505443573,1.5890045166015625,0.018040508031845093,0.6991422772407532,0.19210559129714966
57,0.7841929793357849,1.4824501276016235,1.4648075103759766,0.017642667517066002,0.6853243708610535,0.2697111964225769
58,0.8369872570037842,1.9954535961151123,1.977454662322998,0.017998993396759033,0.6157706379890442,0.17576172947883606
59,0.589809775352478,1.5966041088104248,1.5783803462982178,0.018223747611045837,0.7461535930633545,0.19150596857070923
60,0.627239465713501,1.7189453840255737,1.7008339166641235,0.01811150647699833,0.7480936646461487,0.2052975445985794
61,1.3691297769546509,1.7151228189468384,1.6971583366394043,0.017964430153369904,0.376725971698761,0.06590430438518524
62,0.6467482447624207,1.9289131164550781,1.9114298820495605,0.017483239993453026,0.8153393268585205,0.25936245918273926
63,0.9070065021514893,1.85528564453125,1.8377817869186401,0.017503876239061356,0.7917464375495911,0.38405388593673706
64,0.7482105493545532,1.3138898611068726,1.2965235710144043,0.017366278916597366,0.717121958732605,0.2721063494682312
65,0.7461624145507812,1.943346619606018,1.9258112907409668,0.017535371705889702,0.7924014329910278,0.3131120800971985
66,0.9058898687362671,1.8484673500061035,1.8309552669525146,0.017512038350105286,0.5849117040634155,0.08949803560972214
67,0.7678511142730713,1.5163273811340332,1.4983277320861816,0.017999593168497086,0.6362420320510864,0.12163548171520233
68,0.6658316850662231,2.1134278774261475,2.095472812652588,0.017954973503947258,0.8586276173591614,0.3398532271385193
69,0.898707389831543,2.822202444076538,2.8045873641967773,0.017615025863051414,0.8374010920524597,0.40811145305633545
70,0.6537413597106934,1.2704386711120605,1.2531945705413818,0.017244083806872368,0.7432262897491455,0.22471308708190918
71,0.847750186920166,2.3905868530273438,2.3730502128601074,0.017536645755171776,0.8192513585090637,0.39069557189941406
72,0.6190301775932312,2.107255697250366,2.0889062881469727,0.018349342048168182,0.7821651101112366,0.23841379582881927
73,0.43425068259239197,2.1327965259552,2.114819288253784,0.01797725073993206,0.8438206911087036,0.16277922689914703
74,0.4910854399204254,1.7194440364837646,1.7017085552215576,0.017735540866851807,0.7975090146064758,0.16570454835891724
75,0.6013582348823547,1.724871277809143,1.707042932510376,0.017828328534960747,0.7609814405441284,0.20508451759815216
76,0.651671290397644,2.044603109359741,2.0274057388305664,0.017197344452142715,0.7834817171096802,0.247962087392807
77,0.4554130733013153,1.5620132684707642,1.5444002151489258,0.017613094300031662,0.9106175899505615,0.27922165393829346
78,0.4845261573791504,2.0181617736816406,2.0006375312805176,0.017524318769574165,0.8482644557952881,0.216240793466568
79,0.7669028043746948,2.4643428325653076,2.4469094276428223,0.017433298751711845,0.8773797750473022,0.38513386249542236
80,0.6092143058776855,3.0293593406677246,3.0115966796875,0.017762670293450356,0.852737307548523,0.23592248558998108
81,0.6059611439704895,3.0555145740509033,3.0380806922912598,0.017433950677514076,0.9470597505569458,0.32433784008026123
82,0.41491007804870605,2.352503776550293,2.3347721099853516,0.017731765285134315,0.8919042944908142,0.20780059695243835
83,0.5082302689552307,1.9376935958862305,1.919916033744812,0.017777616158127785,0.7391718626022339,0.10711970180273056
84,0.600642740726471,3.1872425079345703,3.1696653366088867,0.017577091231942177,0.8961634039878845,0.3072734475135803
85,0.8192166090011597,2.9857428073883057,2.96791934967041,0.01782355271279812,0.9315667152404785,0.4484967291355133
86,1.1077169179916382,0.723418653011322,0.7062721252441406,0.017146525904536247,0.46192434430122375,0.1172349750995636
87,0.5334445238113403,1.9793384075164795,1.9618453979492188,0.017493057996034622,0.7944092750549316,0.19306990504264832
88,0.5690008997917175,1.5392271280288696,1.5215017795562744,0.017725402489304543,0.733826220035553,0.13490135967731476
89,0.399563193321228,2.262930393218994,2.2449820041656494,0.01794837787747383,0.7881002426147461,0.09802199900150299
90,0.775020956993103,0.9505563378334045,0.9329883456230164,0.017568007111549377,0.6632655262947083,0.12360458821058273
91,0.6116923093795776,1.6318718194961548,1.6141254901885986,0.017746319994330406,0.7777175903320312,0.17060628533363342
92,0.6090948581695557,2.6436264514923096,2.6259419918060303,0.017684370279312134,0.7359988689422607,0.16336779296398163
93,0.48883649706840515,2.035916328430176,2.0177760124206543,0.018140316009521484,0.7701914310455322,0.12281855195760727
94,0.3961215019226074,2.495931625366211,2.477996587753296,0.01793511025607586,0.8415582180023193,0.162599578499794
95,0.5636756420135498,1.878676176071167,1.8611435890197754,0.01753254048526287,0.8021974563598633,0.18573200702667236
96,0.6600989103317261,2.4025213718414307,2.3850743770599365,0.017446966841816902,0.6883887648582458,0.1233905553817749
97,0.7072643041610718,3.464613199234009,3.446884870529175,0.01772821694612503,0.9427462816238403,0.40436190366744995
98,0.6943284869194031,2.827864408493042,2.8103599548339844,0.017504336312413216,0.9273552894592285,0.3152756690979004
99,0.6636471748352051,2.570741891860962,2.5534090995788574,0.01733284816145897,0.7163148522377014,0.14103169739246368
100,0.5726959705352783,2.332287073135376,2.3146567344665527,0.017630426213145256,0.8736385703086853,0.2347719967365265
101,0.42219114303588867,2.6133790016174316,2.5950934886932373,0.0182854812592268,0.8624491095542908,0.16888028383255005
102,0.4779745936393738,2.935441493988037,2.9173831939697266,0.018058262765407562,0.9321799278259277,0.27222782373428345
103,0.5828410983085632,1.243281602859497,1.2256686687469482,0.017612949013710022,0.7282249331474304,0.10547411441802979
104,0.5918691158294678,2.774498462677002,2.756840229034424,0.017658159136772156,0.8587373495101929,0.27309650182724
105,0.41026434302330017,2.2363510131835938,2.2184252738952637,0.017925739288330078,0.8413394689559937,0.13959604501724243
106,0.5623156428337097,3.0310513973236084,3.013990640640259,0.01706073433160782,0.773373007774353,0.13517314195632935
107,0.44380998611450195,3.448119640350342,3.4301888942718506,0.017930811271071434,0.9034656286239624,0.21475175023078918
108,0.3778809905052185,3.145177125930786,3.127006769180298,0.018170401453971863,0.9309431314468384,0.19773471355438232
109,0.5976848006248474,2.1129257678985596,2.0950863361358643,0.017839493229985237,0.8060317039489746,0.2091275006532669
110,0.6557623744010925,2.581799030303955,2.5643553733825684,0.017443766817450523,0.6921279430389404,0.05896097794175148
111,0.47825756669044495,2.423137664794922,2.4056477546691895,0.017489928752183914,0.8864974975585938,0.21917544305324554
112,0.46488118171691895,3.0401055812835693,3.022841691970825,0.017263835296034813,0.8992213010787964,0.2337510585784912
113,0.6407104730606079,1.4366331100463867,1.419171690940857,0.01746145449578762,0.6446423530578613,0.05392643064260483
114,0.40283140540122986,2.618142604827881,2.600931167602539,0.017211411148309708,0.7640674114227295,0.04970146343111992
115,0.6116237640380859,3.2692599296569824,3.251626491546631,0.01763341575860977,0.7263134717941284,0.14132070541381836
116,0.39841383695602417,3.1447930335998535,3.1272130012512207,0.017579948529601097,0.9272876977920532,0.23014342784881592
117,0.47623270750045776,2.0551862716674805,2.038177251815796,0.01700906828045845,0.7680495977401733,0.0988067165017128
118,0.4812958240509033,1.9919558763504028,1.9750703573226929,0.016885487362742424,0.736463189125061,0.0757175013422966
119,0.45832735300064087,2.7246100902557373,2.7068281173706055,0.017781877890229225,0.8772224187850952,0.18380917608737946
120,0.4602311849594116,3.491328001022339,3.4736554622650146,0.01767255924642086,0.9486546516418457,0.24390865862369537
121,0.45080870389938354,2.50441312789917,2.48659086227417,0.017822349444031715,0.8498651385307312,0.1502041518688202
122,1.0169799327850342,2.034534215927124,2.0169076919555664,0.01762663573026657,0.4971507787704468,0.0415276437997818
123,0.4755878746509552,3.1853272914886475,3.1677374839782715,0.01758982054889202,0.832649827003479,0.10912974178791046
124,0.32892754673957825,2.275329828262329,2.2582712173461914,0.017058607190847397,0.8587320446968079,0.12563316524028778
125,0.613097608089447,2.5278732776641846,2.5110292434692383,0.016843989491462708,0.6344014406204224,0.044447917491197586
126,0.3723486661911011,3.7531843185424805,3.7353432178497314,0.0178411602973938,0.9197620153427124,0.19407516717910767
127,0.4281899631023407,2.5641627311706543,2.5466222763061523,0.017540374770760536,0.8292895555496216,0.13622573018074036
128,0.28434550762176514,3.465189218521118,3.447469472885132,0.017719686031341553,0.8969579935073853,0.10911103338003159
129,0.4520348012447357,3.1280040740966797,3.11061429977417,0.017389873042702675,0.7442830204963684,0.03242241218686104
130,0.41724321246147156,3.1997950077056885,3.1817421913146973,0.0180527213960886,0.7802029848098755,0.04814082756638527
131,0.5587427020072937,2.9600672721862793,2.942478656768799,0.01758873090147972,0.9493420124053955,0.23417282104492188
132,0.395065575838089,2.802029848098755,2.7845277786254883,0.017502130940556526,0.8766945600509644,0.15928809344768524
133,0.24803926050662994,3.4975130558013916,3.4805288314819336,0.016984140500426292,0.9166375994682312,0.11835587024688721
134,0.3498115539550781,3.436352491378784,3.4187378883361816,0.0176145788282156,0.9276117086410522,0.1615247130393982
135,0.537866473197937,3.672267198562622,3.6550631523132324,0.017203958705067635,0.7378945350646973,0.061014287173748016
136,0.7008097171783447,4.050268173217773,4.032932281494141,0.017335938289761543,0.8072851896286011,0.14193078875541687
137,0.3584509789943695,3.251281976699829,3.2333827018737793,0.017899366095662117,0.8358234167098999,0.09296979010105133
138,0.7951828241348267,3.4054982662200928,3.3879990577697754,0.017499204725027084,0.6418619155883789,0.04354943707585335
139,0.3706910014152527,4.0492730140686035,4.031786918640137,0.017486054450273514,0.9498729705810547,0.15884166955947876
140,0.4499529004096985,2.8879690170288086,2.8704137802124023,0.01755519025027752,0.760610044002533,0.05847829952836037
141,0.48121535778045654,2.8695898056030273,2.851273536682129,0.018316248431801796,0.7986956834793091,0.07952040433883667
142,0.39811059832572937,3.422805070877075,3.4050850868225098,0.01771988347172737,0.8848845362663269,0.17897450923919678
143,0.24905715882778168,3.2402451038360596,3.22251033782959,0.017734883353114128,0.8862155675888062,0.07702299952507019
144,0.25271713733673096,3.1581716537475586,3.1407630443573,0.017408518120646477,0.8937804698944092,0.08381351083517075
145,0.7195020318031311,2.7405948638916016,2.7228446006774902,0.017750311642885208,0.623807430267334,0.044651806354522705
146,0.7184829115867615,4.404266834259033,4.387216567993164,0.01705031655728817,0.9626182317733765,0.2897280752658844
147,0.6168786287307739,4.38029670715332,4.362974643707275,0.017322050407528877,0.9708044528961182,0.3088526129722595
148,0.24772410094738007,4.041707515716553,4.023891925811768,0.017815763130784035,0.8551762700080872,0.04615548998117447
149,0.30724743008613586,3.106477975845337,3.089437961578369,0.017040101811289787,0.864900529384613,0.08512027561664581
150,0.30975672602653503,2.6064326763153076,2.588808059692383,0.017624566331505775,0.8770689964294434,0.09819656610488892
151,0.18451783061027527,2.8667259216308594,2.848787546157837,0.01793825812637806,0.9517165422439575,0.0850953683257103
152,0.4001756012439728,3.003451347351074,2.985647439956665,0.017803862690925598,0.781985878944397,0.04923365265130997
153,0.1551162600517273,4.423948287963867,4.406286239624023,0.017662057653069496,0.9761418700218201,0.09967654943466187
154,0.4212694764137268,2.715750217437744,2.69828462600708,0.017465529963374138,0.7239848375320435,0.014079568907618523
155,0.22876808047294617,3.562894105911255,3.545938014984131,0.016956089064478874,0.9379644393920898,0.11974697560071945
156,0.1641533225774765,3.444340705871582,3.4268739223480225,0.017466718330979347,0.9817907810211182,0.12025099247694016
157,0.31354591250419617,3.2293827533721924,3.212064266204834,0.01731843128800392,0.8871915340423584,0.08588186651468277
158,0.23972666263580322,3.6480133533477783,3.6303954124450684,0.01761801727116108,0.9167593717575073,0.10090307146310806
159,0.15280595421791077,2.8102614879608154,2.7931416034698486,0.017119864001870155,0.9153429269790649,0.03880254924297333
160,0.18459565937519073,1.571561336517334,1.5535738468170166,0.017987538129091263,0.9624077677726746,0.11442103981971741
161,0.2707054913043976,3.202850580215454,3.1852893829345703,0.017561201006174088,0.9043223857879639,0.11907906830310822
162,0.13348668813705444,4.4137492179870605,4.396629333496094,0.017119966447353363,0.9810216426849365,0.09706626087427139
163,0.28378620743751526,2.689415693283081,2.6719870567321777,0.01742858812212944,0.9126328229904175,0.12514883279800415
164,0.29894959926605225,3.6606459617614746,3.643019199371338,0.017626745626330376,0.8459406495094299,0.04285375028848648
165,0.37834134697914124,3.037668228149414,3.020430088043213,0.017238259315490723,0.8046242594718933,0.06462602317333221
166,0.3977828621864319,3.897430419921875,3.880164861679077,0.017265675589442253,0.943014919757843,0.1971152424812317
167,0.20162253081798553,3.8674697875976562,3.850268602371216,0.01720128394663334,0.973028302192688,0.11892714351415634
168,0.301227867603302,3.129922389984131,3.1124343872070312,0.01748809777200222,0.8315573334693909,0.052854474633932114
169,0.2833729386329651,4.367595195770264,4.35045862197876,0.0171365924179554,0.926952064037323,0.07167655974626541
170,0.0856686383485794,4.839508056640625,4.8214521408081055,0.0180561151355505,0.9565145373344421,0.03520050644874573
171,0.22683846950531006,3.278313159942627,3.261207342147827,0.017105720937252045,0.898256778717041,0.06088721752166748
172,0.25669482350349426,3.107527494430542,3.090160369873047,0.017367064952850342,0.8488437533378601,0.04037478193640709
173,0.23503997921943665,4.22086238861084,4.203281402587891,0.01758100651204586,0.9619678258895874,0.1019931361079216
174,0.15226507186889648,4.407199382781982,4.389483451843262,0.017716143280267715,0.8955042362213135,0.016320275142788887
175,0.21593187749385834,4.155974388122559,4.138257026672363,0.017717165872454643,0.9164913892745972,0.06230008229613304
176,0.2271137237548828,3.5011086463928223,3.4832892417907715,0.017819350585341454,0.8970069885253906,0.04723495617508888
177,0.5554583072662354,4.291850566864014,4.274417877197266,0.01743270270526409,0.9860311150550842,0.3038546144962311
178,0.43915602564811707,3.638967752456665,3.6216228008270264,0.017345068976283073,0.7779787182807922,0.042517662048339844
179,0.2748895287513733,3.8998115062713623,3.882577896118164,0.017233550548553467,0.8517996072769165,0.021046077832579613
180,0.32929104566574097,4.292068958282471,4.274312973022461,0.017755959182977676,0.9406150579452515,0.06705591082572937
181,0.20843085646629333,4.057224273681641,4.039950370788574,0.01727369613945484,0.9426796436309814,0.10635589063167572
182,0.16544577479362488,4.8785834312438965,4.861201286315918,0.017382154241204262,0.9578179121017456,0.07768026739358902
183,0.22777743637561798,3.2358036041259766,3.217831611633301,0.017971975728869438,0.94767165184021,0.10268468409776688
184,0.2403566986322403,3.8415367603302,3.824495792388916,0.017040854319930077,0.9135266542434692,0.07903531193733215
185,0.15090039372444153,4.488961696624756,4.471152305603027,0.017809368669986725,0.9098512530326843,0.03338344395160675
186,0.11064960062503815,3.4580960273742676,3.4407155513763428,0.017380528151988983,0.9564189910888672,0.057617444545030594
187,0.0655742734670639,4.956606388092041,4.938898086547852,0.017708079889416695,0.9590579271316528,0.01801113411784172
188,0.17922988533973694,5.017429351806641,4.999869346618652,0.017560012638568878,0.9058188199996948,0.045541487634181976
189,0.4030548334121704,3.9235382080078125,3.905869960784912,0.017668236047029495,0.8174728155136108,0.05365561693906784
190,0.2932034134864807,3.6505069732666016,3.6334192752838135,0.01708758994936943,0.8720057606697083,0.07334794104099274
191,0.20324167609214783,3.73880934715271,3.7217793464660645,0.017029929906129837,0.9826037883758545,0.1029515266418457
192,0.27882248163223267,3.7761731147766113,3.759026050567627,0.017147129401564598,0.8477745056152344,0.06709016114473343
193,0.21451640129089355,3.27470326423645,3.257042407989502,0.017660750076174736,0.8767382502555847,0.041576772928237915
194,0.19225381314754486,6.362453937530518,6.345156669616699,0.01729743182659149,0.9703627824783325,0.10747358202934265
195,0.26503145694732666,5.834784984588623,5.8173627853393555,0.017422204837203026,0.8859397172927856,0.059651363641023636
196,0.15257452428340912,5.130796432495117,5.113539695739746,0.0172568392008543,0.9274119138717651,0.04096590727567673
197,0.21000897884368896,3.5284037590026855,3.5114338397979736,0.016969917342066765,0.8762907385826111,0.0427260659635067
198,0.5153324604034424,5.650028705596924,5.632660388946533,0.017368284985423088,0.9711681604385376,0.19921481609344482
199,0.21099239587783813,3.6214659214019775,3.603755474090576,0.017710423097014427,0.8614669442176819,0.018539272248744965
200,0.34943297505378723,3.889753818511963,3.8729300498962402,0.016823818907141685,0.7926549315452576,0.015729913488030434
