Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /generate,6389,0,9,9.163790269212377,8.654951999972127,54.087417999994614,9436.265299733917,108.19216630479414,0.0,9,9,9,9,9,10,10,10,12,54,54
,Aggregated,6389,0,9,9.163790269212377,8.654951999972127,54.087417999994614,9436.265299733917,108.19216630479414,0.0,9,9,9,9,9,10,10,10,12,54,54
