timestamp_utc,health_ok,gpu_memory_mb,gpu_memory_percent,sm_percent,rss_mb,queue_depth,mean_actual_batch_size,max_observed_batch,completed,failed
2026-08-25T06:24:11.294200+00:00,True,677.1875,4.408772786458334,3,1086.55078125,0,1.2755320346807792,2,11328,0
2026-08-25T06:24:16.300869+00:00,True,677.1875,4.408772786458334,3,1086.55078125,0,1.309508478214209,2,12202,0
2026-08-25T06:24:21.307375+00:00,True,677.1875,4.408772786458334,3,1086.55078125,0,1.3402378999179656,2,13070,0
2026-08-25T06:24:26.314385+00:00,True,677.1875,4.408772786458334,3,1086.55078125,0,1.3685346942781431,2,13944,0
2026-08-25T06:24:31.320118+00:00,True,677.1875,4.408772786458334,3,1086.55078125,0,1.3945610238072834,2,14820,0
2026-08-25T06:24:36.327135+00:00,True,677.1875,4.408772786458334,3,1086.55078125,0,1.418474331164136,2,15694,0
2026-08-25T06:24:41.332952+00:00,True,677.1875,4.408772786458334,3,1086.55078125,0,1.4406676519168913,2,16572,0
2026-08-25T06:25:12.825840+00:00,True,677.1875,4.408772786458334,0,1086.55078125,0,1.446442398692248,2,16812,0
2026-08-25T06:25:17.832342+00:00,True,677.1875,4.408772786458334,3,1086.83203125,0,1.4923960797566747,4,17664,0
2026-08-25T06:25:22.838933+00:00,True,677.1875,4.408772786458334,3,1086.83203125,0,1.5602137279079327,4,18980,0
2026-08-25T06:25:27.844927+00:00,True,677.1875,4.408772786458334,3,1086.83203125,0,1.6244597406755243,4,20296,0
2026-08-25T06:25:32.851085+00:00,True,677.1875,4.408772786458334,3,1086.83203125,0,1.685589519650655,4,21616,0
2026-08-25T06:25:37.865360+00:00,True,677.1875,4.408772786458334,3,1086.83203125,1,1.7443380452956376,4,22952,0
2026-08-25T06:25:42.874375+00:00,True,677.1875,4.408772786458334,3,1086.83203125,0,1.7990359658880237,4,24260,0
2026-08-25T06:25:47.882153+00:00,True,677.1875,4.408772786458334,3,1086.83203125,0,1.8514550456059071,4,25576,0
2026-08-25T06:25:52.894040+00:00,True,677.1875,4.408772786458334,3,1086.8359375,0,1.9014353390369794,4,26892,0
2026-08-25T06:25:57.905560+00:00,True,677.1875,4.408772786458334,3,1086.83984375,0,1.949426557966008,4,28216,0
2026-08-25T06:26:02.915967+00:00,True,677.1875,4.408772786458334,3,1086.83984375,0,1.9950010133081133,4,29532,0
2026-08-25T06:26:07.927977+00:00,True,677.1875,4.408772786458334,3,1086.83984375,0,2.038852913968548,4,30856,0
2026-08-25T06:26:12.938438+00:00,True,677.1875,4.408772786458334,3,1086.83984375,0,2.0810758388827826,4,32188,0
2026-08-25T06:26:44.414334+00:00,True,677.1875,4.408772786458334,0,1086.84765625,0,2.0922938492191014,4,32554,0
2026-08-25T06:26:49.421596+00:00,True,677.1875,4.408772786458334,3,1087.4296875,0,2.153170917880542,8,33850,0
2026-08-25T06:26:54.432923+00:00,True,677.1875,4.408772786458334,3,1087.4375,0,2.244772755728058,8,35858,0
2026-08-25T06:26:59.448502+00:00,True,677.1875,4.408772786458334,4,1087.44140625,0,2.334853339906335,8,37890,0
2026-08-25T06:27:04.457660+00:00,True,677.1875,4.408772786458334,4,1087.44140625,0,2.4204648904533594,8,39882,0
2026-08-25T06:27:09.471140+00:00,True,677.1875,4.408772786458334,3,1087.44140625,0,2.5041846006695363,8,41890,0
2026-08-25T06:27:14.480973+00:00,True,677.1875,4.408772786458334,3,1087.44140625,0,2.584358989458807,8,43885,0
2026-08-25T06:27:19.487568+00:00,True,677.1875,4.408772786458334,3,1087.44140625,0,2.663552486508443,8,45901,0
2026-08-25T06:27:24.508921+00:00,True,677.1875,4.408772786458334,3,1087.4453125,0,2.7403637195470663,8,47918,0
2026-08-25T06:27:29.522710+00:00,True,677.1875,4.408772786458334,3,1087.4453125,0,2.815963023504876,8,49958,0
2026-08-25T06:27:34.544717+00:00,True,677.1875,4.408772786458334,3,1087.4453125,0,2.8882343133440784,8,51968,0
2026-08-25T06:27:39.552585+00:00,True,677.1875,4.408772786458334,3,1087.4453125,0,2.9593905847536583,8,54000,0
2026-08-25T06:27:44.578039+00:00,True,677.1875,4.408772786458334,3,1087.4453125,0,3.02713806898043,8,55996,0
2026-08-25T06:28:16.006239+00:00,True,677.1875,4.408772786458334,0,1087.4453125,0,3.045084837058982,8,56532,0
2026-08-25T06:28:21.012991+00:00,True,677.1875,4.408772786458334,4,1087.5,10,3.0877848337691445,8,57862,0
2026-08-25T06:28:26.038137+00:00,True,677.1875,4.408772786458334,3,1087.5078125,5,3.1528866901742014,8,59908,0
2026-08-25T06:28:31.069321+00:00,True,677.1875,4.408772786458334,3,1087.515625,8,3.214972206348382,8,61885,0
2026-08-25T06:28:36.076128+00:00,True,677.1875,4.408772786458334,3,1087.515625,5,3.276815012305168,8,63911,0
2026-08-25T06:28:41.103199+00:00,True,677.1875,4.408772786458334,3,1087.515625,2,3.3370615921858393,8,65937,0
2026-08-25T06:28:46.139444+00:00,True,677.1875,4.408772786458334,3,1087.515625,8,3.3936834740892508,8,67911,0
2026-08-25T06:28:51.155374+00:00,True,677.1875,4.408772786458334,3,1087.515625,8,3.448815399802567,8,69873,0
2026-08-25T06:28:56.170238+00:00,True,677.1875,4.408772786458334,3,1087.515625,6,3.5038272146653013,8,71867,0
2026-08-25T06:29:01.195487+00:00,True,677.1875,4.408772786458334,3,1087.515625,8,3.5564492823427414,8,73839,0
2026-08-25T06:29:06.214196+00:00,True,677.1875,4.408772786458334,3,1087.515625,2,3.607776878777783,8,75803,0
2026-08-25T06:29:11.251307+00:00,True,677.1875,4.408772786458334,3,1087.51953125,5,3.658606576657101,8,77771,0
2026-08-25T06:29:16.287468+00:00,True,677.1875,4.408772786458334,3,1087.52734375,5,3.708926080892608,8,79779,0
2026-08-25T06:29:47.556153+00:00,True,677.1875,4.408772786458334,0,1087.53125,0,3.7198887343532685,8,80238,0
2026-08-25T06:29:52.562177+00:00,True,677.1875,4.408772786458334,4,1087.6015625,16,3.7519900611972576,8,81542,0
2026-08-25T06:29:57.603997+00:00,True,677.1875,4.408772786458334,3,1087.60546875,13,3.8014461776342716,8,83590,0
2026-08-25T06:30:02.656129+00:00,True,677.1875,4.408772786458334,3,1087.62109375,8,3.8493908195836894,8,85622,0
2026-08-25T06:30:07.705231+00:00,True,677.1875,4.408772786458334,4,1087.640625,13,3.8962528337111615,8,87654,0
2026-08-25T06:30:12.751339+00:00,True,677.1875,4.408772786458334,3,1087.65625,16,3.94189010989011,8,89678,0
2026-08-25T06:30:17.790075+00:00,True,677.1875,4.408772786458334,4,1087.68359375,16,3.986872419039339,8,91718,0
2026-08-25T06:30:22.831562+00:00,True,677.1875,4.408772786458334,3,1087.69921875,13,4.030356451820957,8,93734,0
2026-08-25T06:30:27.878705+00:00,True,677.1875,4.408772786458334,3,1087.69921875,16,4.072239948947033,8,95718,0
2026-08-25T06:30:32.921766+00:00,True,677.1875,4.408772786458334,3,1087.69921875,13,4.114393939393939,8,97758,0
2026-08-25T06:30:37.968610+00:00,True,677.1875,4.408772786458334,4,1087.69921875,16,4.155492629299575,8,99790,0
2026-08-25T06:30:43.010352+00:00,True,677.1875,4.408772786458334,3,1087.69921875,13,4.1958877580452425,8,101830,0
2026-08-25T06:30:48.061259+00:00,True,677.1875,4.408772786458334,3,1087.69921875,16,4.235289320229988,8,103862,0
2026-08-25T06:31:19.150634+00:00,True,677.1875,4.408772786458334,0,1087.69921875,0,4.242685656154629,8,104264,0
2026-08-25T06:31:24.157560+00:00,True,677.1875,4.408772786458334,3,1088.2421875,45,4.267593677998303,8,105576,0
2026-08-25T06:31:29.202269+00:00,True,677.1875,4.408772786458334,3,1088.24609375,48,4.305525547153203,8,107608,0
2026-08-25T06:31:34.245484+00:00,True,677.1875,4.408772786458334,3,1088.24609375,45,4.342259546823008,8,109616,0
2026-08-25T06:31:39.292824+00:00,True,677.1875,4.408772786458334,4,1088.26953125,46,4.378696368342615,8,111648,0
2026-08-25T06:31:44.337043+00:00,True,677.1875,4.408772786458334,3,1088.27734375,46,4.41357880835858,8,113632,0
2026-08-25T06:31:49.397262+00:00,True,677.1875,4.408772786458334,3,1088.28515625,46,4.448205562180251,8,115640,0
2026-08-25T06:31:54.444768+00:00,True,677.1875,4.408772786458334,3,1088.28515625,45,4.482438095238095,8,117664,0
2026-08-25T06:31:59.496662+00:00,True,677.1875,4.408772786458334,3,1088.28515625,45,4.516279947179777,8,119704,0
2026-08-25T06:32:04.536492+00:00,True,677.1875,4.408772786458334,3,1088.2890625,45,4.549347882955267,8,121736,0
2026-08-25T06:32:09.589031+00:00,True,677.1875,4.408772786458334,3,1088.2890625,48,4.581920485674095,8,123776,0
2026-08-25T06:32:14.630345+00:00,True,677.1875,4.408772786458334,3,1088.2890625,44,4.614008067473414,8,125824,0
2026-08-25T06:32:19.672306+00:00,True,677.1875,4.408772786458334,3,1088.2890625,48,4.644401642620926,8,127800,0
2026-08-25T06:32:50.794659+00:00,True,677.1875,4.408772786458334,0,1088.2890625,0,4.650973849334446,8,128232,0
2026-08-25T06:32:55.800693+00:00,True,677.1875,4.408772786458334,3,1089.41015625,112,4.67065695536165,8,129536,0
2026-08-25T06:33:00.845111+00:00,True,677.1875,4.408772786458334,3,1089.42578125,112,4.7005181347150256,8,131544,0
2026-08-25T06:33:05.888800+00:00,True,677.1875,4.408772786458334,3,1089.4296875,112,4.730427392797705,8,133592,0
2026-08-25T06:33:10.931888+00:00,True,677.1875,4.408772786458334,3,1089.4296875,112,4.7592306612382425,8,135600,0
2026-08-25T06:33:16.084020+00:00,True,677.1875,4.408772786458334,3,1089.4296875,112,4.787419107925683,8,137600,0
2026-08-25T06:33:21.127317+00:00,True,677.1875,4.408772786458334,3,1089.4296875,112,4.815231262718587,8,139608,0
2026-08-25T06:33:26.167963+00:00,True,677.1875,4.408772786458334,3,1089.4296875,110,4.842889869046398,8,141640,0
2026-08-25T06:33:31.222089+00:00,True,677.1875,4.408772786458334,3,1089.4296875,108,4.8700722009423405,8,143672,0
2026-08-25T06:33:36.265789+00:00,True,677.1875,4.408772786458334,3,1089.43359375,109,4.896894743917193,8,145712,0
2026-08-25T06:33:41.312784+00:00,True,677.1875,4.408772786458334,3,1089.44921875,112,4.9228513346885725,8,147720,0
2026-08-25T06:33:46.354467+00:00,True,677.1875,4.408772786458334,3,1089.44921875,112,4.94777204812905,8,149680,0
2026-08-25T06:33:51.402862+00:00,True,677.1875,4.408772786458334,4,1089.44921875,111,4.972887912664328,8,151688,0
