Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /generate,23520,0,320,311.9807377449838,36.09232499991322,456.78551600008177,9434.686096938776,398.11210125508666,0.0,320,320,320,320,330,340,350,430,440,450,460
,Aggregated,23520,0,320,311.9807377449838,36.09232499991322,456.78551600008177,9434.686096938776,398.11210125508666,0.0,320,320,320,320,330,340,350,430,440,450,460
