epoch,D_loss,G_loss,D_real,D_fake
1,0.8145830631256104,1.424768328666687,0.7054146528244019,0.33300721645355225
2,1.2529289722442627,0.8153591752052307,0.5566709637641907,0.4758310616016388
3,1.4068973064422607,0.8626862168312073,0.4899303615093231,0.4696896970272064
4,1.3654203414916992,0.9649404287338257,0.5633348226547241,0.5232212543487549
5,1.2035434246063232,0.9974855184555054,0.5375103950500488,0.40771377086639404
6,1.3615174293518066,0.6742056608200073,0.5223730802536011,0.49643248319625854
7,1.2254359722137451,1.0013076066970825,0.60930335521698,0.4878084063529968
8,1.2287644147872925,0.8997629284858704,0.5600684881210327,0.4423898756504059
9,0.982806921005249,1.4765965938568115,0.6888853311538696,0.34867173433303833
10,1.109933614730835,1.2259821891784668,0.5580748319625854,0.3686608076095581
11,1.1589546203613281,1.3969639539718628,0.5992498993873596,0.41135770082473755
12,1.3076982498168945,1.0841922760009766,0.5315874814987183,0.3924027681350708
13,1.0611751079559326,1.2643680572509766,0.5961592197418213,0.3638332486152649
14,1.1182713508605957,1.2261719703674316,0.6940926313400269,0.48958316445350647
15,1.0528895854949951,1.4936127662658691,0.5631024837493896,0.28667938709259033
16,0.9588852524757385,1.4713001251220703,0.7667198181152344,0.4414263963699341
17,1.2472175359725952,1.1539995670318604,0.6216554045677185,0.46286630630493164
18,1.3975155353546143,2.0440244674682617,0.6011310815811157,0.47687917947769165
19,0.9406564235687256,1.3037641048431396,0.852851927280426,0.5193778872489929
20,0.8713136911392212,0.9573895931243896,0.6199942827224731,0.2633208632469177
21,1.0581942796707153,1.3092199563980103,0.651240885257721,0.4041209816932678
22,0.6878316402435303,1.5619113445281982,0.8020426034927368,0.3237646222114563
23,0.7481105327606201,1.8240909576416016,0.6382898092269897,0.19201865792274475
24,0.8406597971916199,1.9339663982391357,0.7673873901367188,0.35146769881248474
25,1.110609531402588,1.4872430562973022,0.5632227659225464,0.2300567626953125
26,1.0233641862869263,0.9298636317253113,0.4962826371192932,0.16353639960289001
27,0.5812967419624329,1.7647589445114136,0.868685245513916,0.32287049293518066
28,0.6480828523635864,1.5662875175476074,0.7556234002113342,0.22091011703014374
29,0.7555046081542969,1.7277315855026245,0.9381282329559326,0.45784685015678406
30,0.8363714218139648,1.937035322189331,0.6213001012802124,0.16541966795921326
31,0.6438999176025391,1.8599882125854492,0.7845299243927002,0.25195467472076416
32,0.9546835422515869,1.895920991897583,0.7172232270240784,0.34109991788864136
33,0.6463940143585205,2.182138442993164,0.8704441785812378,0.3560822010040283
34,0.8248249292373657,1.468242883682251,0.7537236213684082,0.3325117230415344
35,0.9057533740997314,1.0338047742843628,0.5684698820114136,0.16849738359451294
36,0.6944406032562256,1.1704192161560059,0.7165864706039429,0.22081249952316284
37,1.3242202997207642,1.9477837085723877,0.4101032614707947,0.07829739153385162
38,0.6700233221054077,1.8425668478012085,0.9062429070472717,0.3915824890136719
39,0.9258788824081421,1.5428884029388428,0.6268528699874878,0.25131821632385254
40,0.784114420413971,1.6939218044281006,0.6598672866821289,0.24114558100700378
41,0.8576235771179199,1.64351487159729,0.6057582497596741,0.18359820544719696
42,1.038498878479004,1.7840089797973633,0.7866939902305603,0.4507175087928772
43,0.6800004839897156,1.5201449394226074,0.7518612146377563,0.2754119038581848
44,1.00777268409729,1.849501132965088,0.8085993528366089,0.4443623423576355
45,0.9025693535804749,1.6616153717041016,0.772091269493103,0.3866567611694336
46,0.808078408241272,1.8011523485183716,0.6879013776779175,0.21351124346256256
47,0.6586375832557678,1.289493441581726,0.8066296577453613,0.3016391396522522
48,0.6931971311569214,0.9376300573348999,0.7223601937294006,0.2083318531513214
49,0.8230492472648621,1.13162100315094,0.713542640209198,0.3113401532173157
50,0.7822139263153076,1.3860514163970947,0.7267592549324036,0.2598785161972046
51,0.7456063032150269,1.321832299232483,0.7819757461547852,0.3323506712913513
52,0.6075831651687622,0.9621800184249878,0.7557153701782227,0.1952659785747528
53,0.9434499144554138,1.8030116558074951,0.5254800915718079,0.05979444831609726
54,1.1701809167861938,1.1367101669311523,0.4818255305290222,0.1182040199637413
55,0.7965320944786072,1.5637699365615845,0.723392903804779,0.2762904763221741
56,0.9181349873542786,2.778735876083374,0.8513765335083008,0.4205728769302368
57,0.810875654220581,1.5874465703964233,0.6903224587440491,0.26397621631622314
58,0.7499834299087524,0.8351973295211792,0.7152543067932129,0.23985901474952698
59,0.6633652448654175,1.9461069107055664,0.7414141893386841,0.24841143190860748
60,0.8052008748054504,1.9520628452301025,0.7278354167938232,0.2571306526660919
61,0.7568657994270325,1.2343854904174805,0.6631901264190674,0.126817524433136
62,0.6233946681022644,2.229797601699829,0.8509699106216431,0.29232072830200195
63,0.5497645139694214,1.482628583908081,0.7968810796737671,0.21351611614227295
64,1.1224654912948608,2.682145595550537,0.8056867122650146,0.4814727306365967
65,0.6645920276641846,1.7825384140014648,0.7926801443099976,0.24256718158721924
66,0.642611026763916,2.7510159015655518,0.9096923470497131,0.38551950454711914
67,0.4152294397354126,1.7093501091003418,0.8403889536857605,0.18428447842597961
68,1.048208236694336,2.8200180530548096,0.9643222093582153,0.5302442908287048
69,0.5393412113189697,2.6657581329345703,0.8546611070632935,0.25894027948379517
70,0.41744309663772583,2.0280022621154785,0.8597897291183472,0.18679280579090118
71,0.6823091506958008,2.995577096939087,0.9529712200164795,0.42171257734298706
72,0.7490745782852173,1.938246250152588,0.6505662798881531,0.0801616758108139
73,0.3822641372680664,2.3611021041870117,0.8612426519393921,0.16497251391410828
74,0.7214231491088867,2.5579938888549805,0.8475193977355957,0.33227699995040894
75,0.5974541902542114,2.2525949478149414,0.7336475849151611,0.15591701865196228
