epoch,D_loss,G_loss,G_adv,G_fft,D_real,D_fake
51,1.0049467086791992,1.5819470882415771,1.5785859823226929,0.003361165290698409,0.8204443454742432,0.504024088382721
52,0.920518696308136,1.7123256921768188,1.7090013027191162,0.003324342891573906,0.7185298204421997,0.33916234970092773
53,0.837652325630188,1.7678589820861816,1.764534592628479,0.0033243459183722734,0.7704933285713196,0.38415834307670593
54,0.8240014314651489,0.9471533894538879,0.9438624978065491,0.0032909114379435778,0.7010853290557861,0.3092779815196991
55,0.9256463050842285,1.6822341680526733,1.6787981986999512,0.003435982158407569,0.7234677076339722,0.34987887740135193
56,0.7539541721343994,1.4610621929168701,1.457722544670105,0.003339594230055809,0.670051634311676,0.18748971819877625
57,0.706133246421814,0.8225048184394836,0.819269597530365,0.0032352320849895477,0.7082616090774536,0.24377787113189697
58,0.7230888605117798,1.5218560695648193,1.518550157546997,0.0033058938570320606,0.749876856803894,0.29099205136299133
59,1.2835322618484497,1.8087761402130127,1.8054630756378174,0.0033130196388810873,0.6680286526679993,0.4478817582130432
60,1.00150728225708,1.4394667148590088,1.4360418319702148,0.0034248882438987494,0.4909437298774719,0.1456366777420044
61,0.6687321662902832,1.7249127626419067,1.7215325832366943,0.0033801887184381485,0.8601769804954529,0.36494913697242737
62,0.8487269878387451,1.7397172451019287,1.736403465270996,0.003313722787424922,0.5718584656715393,0.15448357164859772
63,0.6103866100311279,1.672674536705017,1.6692628860473633,0.003411652985960245,0.767978310585022,0.22198016941547394
64,0.8430120944976807,0.8260958790779114,0.8227636814117432,0.0033321890514343977,0.6456615924835205,0.2486436367034912
65,0.9539507031440735,1.2056801319122314,1.2023752927780151,0.0033048551995307207,0.5601609349250793,0.20275896787643433
66,0.7460966110229492,1.226201057434082,1.2228106260299683,0.003390484256669879,0.6961216926574707,0.25059670209884644
67,0.8624750971794128,1.7550477981567383,1.7516849040985107,0.0033628460951149464,0.5866281390190125,0.16818875074386597
68,0.7646755576133728,1.33711576461792,1.3337193727493286,0.0033963338937610388,0.6419150233268738,0.17563962936401367
69,0.6956875920295715,2.2519474029541016,2.2485241889953613,0.003423176007345319,0.862582802772522,0.37041449546813965
70,0.7347233891487122,1.7058085203170776,1.7024729251861572,0.003335616085678339,0.8102933168411255,0.34154945611953735
71,0.8946651220321655,1.815119743347168,1.8117636442184448,0.0033560858573764563,0.8188502788543701,0.40977510809898376
72,1.4263404607772827,1.4389060735702515,1.4355915784835815,0.0033144738990813494,0.36302056908607483,0.10556095838546753
73,0.5922701358795166,1.453190803527832,1.4498353004455566,0.003355458378791809,0.7905746698379517,0.23990392684936523
74,0.7886403203010559,1.9333312511444092,1.9299440383911133,0.003387184115126729,0.6197026968002319,0.12918737530708313
75,0.8016700744628906,1.0680071115493774,1.0646511316299438,0.003355925902724266,0.6218885779380798,0.19218885898590088
76,1.0578370094299316,1.3241266012191772,1.320597529411316,0.0035290196537971497,0.5486377477645874,0.17319366335868835
77,0.8454881310462952,2.1827781200408936,2.179450750350952,0.0033273089211434126,0.7708307504653931,0.3401656746864319
78,0.6078252792358398,1.4212762117385864,1.4179340600967407,0.003342117415741086,0.748960554599762,0.20335054397583008
79,0.781627893447876,1.3637338876724243,1.3603413105010986,0.003392525017261505,0.6978462338447571,0.2539225220680237
80,0.7674466371536255,1.7637017965316772,1.760305643081665,0.0033961187582463026,0.7404010891914368,0.29794129729270935
81,1.2738876342773438,1.3729015588760376,1.3695573806762695,0.0033442042768001556,0.4399730861186981,0.08285123109817505
82,0.6533941030502319,1.1168062686920166,1.1134881973266602,0.0033180757891386747,0.7885801792144775,0.26665958762168884
83,0.9894523024559021,3.1385254859924316,3.1350975036621094,0.003427875926718116,0.8623799085617065,0.42224958539009094
84,0.6860706210136414,2.3248767852783203,2.321559429168701,0.003317431081086397,0.8583510518074036,0.3371173143386841
85,0.6497838497161865,2.2626793384552,2.2591028213500977,0.003576400224119425,0.6969166994094849,0.14311473071575165
86,0.5006845593452454,1.8840101957321167,1.8805122375488281,0.0034979728516191244,0.8054031133651733,0.1670539528131485
87,0.821794867515564,1.208082675933838,1.2048239707946777,0.0032587640453130007,0.654854416847229,0.20210163295269012
88,0.7620031833648682,1.332180380821228,1.3287853002548218,0.0033950884826481342,0.6867411136627197,0.2185303121805191
89,0.7085747718811035,1.4902976751327515,1.4870188236236572,0.003278797958046198,0.688747763633728,0.1907193660736084
90,0.6611397862434387,1.9826089143753052,1.979202151298523,0.003406727686524391,0.753921627998352,0.23829253017902374
91,0.5237257480621338,1.8351304531097412,1.8316974639892578,0.0034329616464674473,0.8227311968803406,0.20234692096710205
92,0.628170907497406,1.518467664718628,1.5150604248046875,0.0034072601702064276,0.8024725317955017,0.27055326104164124
93,0.5052815675735474,2.0151326656341553,2.0118227005004883,0.0033099919091910124,0.8749305009841919,0.2629314661026001
94,0.5334126353263855,1.9466379880905151,1.943359136581421,0.0032788270618766546,0.7673702836036682,0.18383128941059113
95,0.5930315256118774,1.9056127071380615,1.902213454246521,0.0033992049284279346,0.8009037375450134,0.24529129266738892
96,0.6545150876045227,1.9866214990615845,1.9830760955810547,0.003545391606166959,0.8736135959625244,0.3385123610496521
97,0.4870530962944031,2.572971820831299,2.569650650024414,0.003321269294247031,0.8129227757453918,0.17742468416690826
98,0.6079382300376892,2.8770828247070312,2.8736650943756104,0.003417784348130226,0.847671389579773,0.25767818093299866
99,0.6695394515991211,1.775920033454895,1.7726134061813354,0.003306622849777341,0.7298612594604492,0.1450040638446808
100,0.4787555932998657,1.933193564414978,1.929771900177002,0.003421628614887595,0.9117714166641235,0.2895972430706024
101,0.4519447088241577,2.356981039047241,2.3536200523376465,0.0033608952071517706,0.852676272392273,0.1748432070016861
102,0.5431782007217407,1.5567220449447632,1.5533511638641357,0.003370870603248477,0.7564192414283752,0.12816332280635834
103,0.8887203335762024,3.3836400508880615,3.3803699016571045,0.0032700845040380955,0.8758538961410522,0.37704065442085266
104,0.617943286895752,2.1225295066833496,2.1191458702087402,0.0033837526571005583,0.7809860706329346,0.18167175352573395
105,0.6131616234779358,2.119581460952759,2.116204023361206,0.003377408254891634,0.736491858959198,0.17628097534179688
106,0.5166294574737549,2.598829746246338,2.5954747200012207,0.003355133580043912,0.8569301962852478,0.24234122037887573
107,0.5627906322479248,2.373197317123413,2.3698906898498535,0.0033065539319068193,0.8141213655471802,0.20494969189167023
108,0.49994057416915894,2.109123706817627,2.1057565212249756,0.003367220750078559,0.8610939979553223,0.20666812360286713
109,0.6240549087524414,2.0899658203125,2.0866265296936035,0.0033393024932593107,0.8036082983016968,0.21246939897537231
110,0.617862343788147,2.8303215503692627,2.826838493347168,0.0034831040538847446,0.8739563226699829,0.2756069600582123
111,0.4092682898044586,1.641867995262146,1.6386547088623047,0.003213300136849284,0.9139991998672485,0.22077451646327972
112,0.40269631147384644,2.462743043899536,2.459472894668579,0.0032702330499887466,0.878861129283905,0.19105444848537445
113,0.4533728361129761,2.5013997554779053,2.49802827835083,0.0033714373130351305,0.7854617834091187,0.12865811586380005
114,0.676710844039917,2.0492146015167236,2.045786142349243,0.003428408643230796,0.7321586608886719,0.17146405577659607
115,0.4170892834663391,2.2442171573638916,2.2408084869384766,0.0034087393432855606,0.8829880952835083,0.19178587198257446
116,0.5554168820381165,1.1363489627838135,1.1329872608184814,0.0033617187291383743,0.8259562849998474,0.19164618849754333
117,0.6290513873100281,2.155792474746704,2.1524598598480225,0.0033325969707220793,0.8473528623580933,0.2751203179359436
118,0.44500601291656494,2.3679606914520264,2.3645970821380615,0.0033635185100138187,0.7894983887672424,0.09921994060277939
119,0.372323215007782,2.7632970809936523,2.759876251220703,0.0034207135904580355,0.8719030618667603,0.15671660006046295
120,0.9220121502876282,2.036278247833252,2.0329041481018066,0.003374134423211217,0.5534194707870483,0.04844455420970917
121,0.46742117404937744,2.6312921047210693,2.6278679370880127,0.003424070542678237,0.9131022095680237,0.2471163123846054
122,0.3440077006816864,2.1369853019714355,2.1336727142333984,0.0033125493209809065,0.8795560598373413,0.14449921250343323
123,0.29943037033081055,3.0592434406280518,3.0559654235839844,0.0032779977191239595,0.8969553112983704,0.12881341576576233
124,0.33531224727630615,2.928849220275879,2.925441026687622,0.0034081959165632725,0.9405408501625061,0.19440412521362305
125,0.7033836245536804,1.8414632081985474,1.8380861282348633,0.0033771321177482605,0.594099760055542,0.039413388818502426
126,0.5620880126953125,3.0306854248046875,3.027261734008789,0.0034237727522850037,0.8469730019569397,0.24388040602207184
127,0.5514012575149536,3.470106601715088,3.4667320251464844,0.0033744629472494125,0.9256396293640137,0.25831401348114014
128,0.5275436043739319,2.6966841220855713,2.6933445930480957,0.003339552553370595,0.9158323407173157,0.3003697395324707
129,0.4954553246498108,1.8021035194396973,1.798629879951477,0.0034736786037683487,0.7568346261978149,0.08534460514783859
130,0.4100196957588196,2.897467851638794,2.8940486907958984,0.0034190923906862736,0.9369288086891174,0.19792540371418
131,0.7184301018714905,1.5876662731170654,1.5843236446380615,0.0033426214940845966,0.6239573955535889,0.03639226406812668
132,0.2882639169692993,3.335642099380493,3.3323538303375244,0.0032882043160498142,0.8946285843849182,0.12907497584819794
133,0.5351071953773499,2.016674041748047,2.0133237838745117,0.003350216196849942,0.7835907936096191,0.15834085643291473
134,0.5736745595932007,4.144906520843506,4.141596794128418,0.0033097134437412024,0.9364115595817566,0.2866863012313843
135,0.2637873888015747,3.5641345977783203,3.5607187747955322,0.003415915882214904,0.9093712568283081,0.10797303169965744
136,0.41013261675834656,2.955514907836914,2.9521901607513428,0.0033248420804739,0.9242931604385376,0.1994064599275589
137,0.3744947910308838,1.6971060037612915,1.6938059329986572,0.0033000707626342773,0.8480181097984314,0.13063204288482666
138,0.35165292024612427,3.1331515312194824,3.129786491394043,0.0033650777768343687,0.8796432018280029,0.13021446764469147
139,0.3592844009399414,2.1421778202056885,2.138918399810791,0.003259471384808421,0.8685043454170227,0.1411227285861969
140,0.40727919340133667,2.4350998401641846,2.4318392276763916,0.0032606374006718397,0.8170083165168762,0.10308083146810532
141,0.441677987575531,3.082571029663086,3.07926082611084,0.0033102238085120916,0.9174546599388123,0.24360114336013794
142,0.4107702970504761,2.6064817905426025,2.6030519008636475,0.0034299944527447224,0.8216767311096191,0.12237614393234253
143,0.28252092003822327,3.3123507499694824,3.309032678604126,0.00331808440387249,0.8849704265594482,0.10626837611198425
144,0.8510177135467529,4.428612232208252,4.4253082275390625,0.0033041012939065695,0.9647752642631531,0.3916371762752533
145,0.3017914295196533,2.5335028171539307,2.530120849609375,0.003382062539458275,0.8563578724861145,0.09480369091033936
146,0.43510717153549194,2.7750930786132812,2.7717394828796387,0.0033535435795783997,0.8463327288627625,0.16329669952392578
147,0.2627793550491333,3.0894603729248047,3.0861475467681885,0.0033128224313259125,0.8665502071380615,0.07109329104423523
148,0.3511642515659332,3.026942491531372,3.0236077308654785,0.0033346943091601133,0.9524391293525696,0.18439950048923492
149,0.5874684453010559,3.5722103118896484,3.5688118934631348,0.003398324130102992,0.8830191493034363,0.22570592164993286
150,0.4796646237373352,2.643744468688965,2.640420436859131,0.0033239577896893024,0.8529053926467896,0.1267968863248825
151,0.28646835684776306,3.756582498550415,3.753221035003662,0.0033615012653172016,0.908804178237915,0.10927101969718933
152,0.4008356034755707,2.533803939819336,2.5305333137512207,0.0032707161735743284,0.7924487590789795,0.051103558391332626
153,0.33555734157562256,2.930772542953491,2.9275429248809814,0.003229643451049924,0.8912064433097839,0.1495526134967804
154,0.35265615582466125,2.9087109565734863,2.9053449630737305,0.0033660163171589375,0.8373793363571167,0.055576570332050323
155,0.37208816409111023,3.104505777359009,3.101274251937866,0.0032315519638359547,0.7995030879974365,0.05268662050366402
156,0.32201170921325684,2.8218917846679688,2.818603277206421,0.00328848953358829,0.9715416431427002,0.20621977746486664
157,0.33387163281440735,2.529271125793457,2.5259575843811035,0.003313654800876975,0.809769868850708,0.04508184269070625
158,0.7259354591369629,2.8955116271972656,2.8922359943389893,0.0032755446154624224,0.6267796158790588,0.02713044546544552
159,0.4117899239063263,5.15184211730957,5.1483354568481445,0.0035064667463302612,0.9885867238044739,0.2270166128873825
160,0.5199436545372009,5.326413154602051,5.323073863983154,0.003339086426422,0.9856262803077698,0.3120589852333069
161,0.2184762954711914,2.896376609802246,2.8930935859680176,0.0032830187119543552,0.9886510372161865,0.16183802485466003
162,0.3314427435398102,3.65181565284729,3.6484482288360596,0.003367464989423752,0.9254534244537354,0.19462959468364716
163,0.36037611961364746,2.459787607192993,2.4564239978790283,0.0033634912688285112,0.9402590990066528,0.157395601272583
164,0.2656823694705963,2.499588966369629,2.496354579925537,0.0032343794591724873,0.8908723592758179,0.0978415459394455
165,0.2989177405834198,3.4238853454589844,3.4205470085144043,0.0033383523114025593,0.9620280861854553,0.1762872040271759
166,0.2634541988372803,3.672943353652954,3.6696770191192627,0.0032663464080542326,0.8654733896255493,0.0642947107553482
167,0.575781524181366,3.5325441360473633,3.529242753982544,0.00330126890912652,0.9512560367584229,0.27660107612609863
168,0.7053676247596741,2.2757530212402344,2.2724363803863525,0.0033166781067848206,0.6723849177360535,0.040338777005672455
169,0.41721710562705994,2.7714078426361084,2.7681198120117188,0.003288112347945571,0.8085023164749146,0.04959388077259064
170,0.4763778746128082,4.419917583465576,4.41660213470459,0.003315582638606429,0.9722495675086975,0.1807457059621811
171,0.33174580335617065,3.8585808277130127,3.8553168773651123,0.0032638334669172764,0.8376391530036926,0.08698299527168274
172,0.36826246976852417,2.3610222339630127,2.357693672180176,0.003328464925289154,0.9590084552764893,0.18390008807182312
173,0.41774511337280273,4.2816081047058105,4.278295516967773,0.0033123516477644444,0.947766125202179,0.1815653145313263
174,0.174592062830925,3.1466636657714844,3.14328932762146,0.0033742368686944246,0.9170046448707581,0.06793498992919922
175,0.3695783317089081,3.106872797012329,3.1035547256469727,0.003318107919767499,0.9428082704544067,0.19458574056625366
176,0.2260851114988327,3.7735488414764404,3.770242214202881,0.0033065180759876966,0.9287120699882507,0.09901246428489685
177,0.18330605328083038,4.007254600524902,4.00390625,0.0033485230524092913,0.8792760968208313,0.023422617465257645
178,0.4385136365890503,4.1463942527771,4.143039226531982,0.0033550069201737642,0.900379478931427,0.11787138879299164
179,0.240898996591568,3.2155086994171143,3.2122321128845215,0.0032765944488346577,0.9273543953895569,0.10480120778083801
180,0.3119376599788666,4.125685691833496,4.122262954711914,0.0034227685537189245,0.9218690395355225,0.15308672189712524
181,0.3030259609222412,2.3536458015441895,2.3503506183624268,0.003295182017609477,0.8856926560401917,0.07158301770687103
182,0.18088006973266602,3.9890334606170654,3.985668897628784,0.003364528063684702,0.9199918508529663,0.07205953449010849
183,0.3194999098777771,5.065414905548096,5.062086582183838,0.0033283312804996967,0.9699029326438904,0.1879194974899292
184,0.17695695161819458,3.985460042953491,3.9821858406066895,0.0032741909381002188,0.9549374580383301,0.09657266736030579
185,0.23642462491989136,4.299225807189941,4.2959442138671875,0.003281606826931238,0.965488612651825,0.1546059250831604
186,0.41950833797454834,3.633941411972046,3.630572557449341,0.003368823556229472,0.9374827146530151,0.14800220727920532
187,0.25397828221321106,3.1889443397521973,3.1856915950775146,0.003252750961109996,0.8899093270301819,0.07662897557020187
188,0.22478625178337097,3.607161521911621,3.6038806438446045,0.0032807805109769106,0.9109283685684204,0.07615552842617035
189,0.1223183199763298,3.8272242546081543,3.8239006996154785,0.003323649987578392,0.9321643114089966,0.03119131736457348
190,0.2588161826133728,3.529040813446045,3.5257301330566406,0.003310703905299306,0.9134808778762817,0.10262859612703323
191,0.37475618720054626,3.6834895610809326,3.6802403926849365,0.003249222179874778,0.9374159574508667,0.16950009763240814
192,0.19732263684272766,4.1310906410217285,4.127781391143799,0.0033090494107455015,0.8768601417541504,0.03742358461022377
193,0.21827200055122375,3.6782612800598145,3.674941062927246,0.0033202951308339834,0.9671732187271118,0.12661704421043396
194,0.4468219578266144,4.394843101501465,4.391564846038818,0.00327801750972867,0.9815044403076172,0.2081608921289444
195,0.3352729082107544,3.511312961578369,3.507844924926758,0.003468139795586467,0.8350403308868408,0.08976401388645172
196,0.3920536935329437,3.880838632583618,3.8775863647460938,0.003252244321629405,0.9131034016609192,0.13950452208518982
197,0.17330402135849,3.324920654296875,3.321497917175293,0.0034226574935019016,0.9214506149291992,0.06023730710148811
198,0.2606591284275055,4.135204315185547,4.1319050788879395,0.0032991606276482344,0.9437116384506226,0.10684655606746674
199,0.22865697741508484,4.664376258850098,4.66098165512085,0.0033947289921343327,0.9576953649520874,0.07261490821838379
200,0.27965661883354187,4.745152950286865,4.7418293952941895,0.003323775250464678,0.9745790362358093,0.15237957239151
