epoch,global_step,lambda_target,lambda_effective,clip_interval,d_loss,g_loss,g_adv,d_real_aug,d_fake_aug,clip_mmd,clip_steps,adv_grad_norm,clip_grad_norm_unweighted,weighted_clip_to_adv_grad_ratio,epoch_seconds,training_elapsed_hours
1,625,0.1,0.020000000000000004,4,1.3965224781036376,0.4024821997821331,0.4022497666120529,0.33031548528075216,-0.4068447269797325,0.04626464540032065,157,5.4684929847717285,0.44966402649879456,0.001644562872261104,80.05502519699996,0.022391182338333333
2,1250,0.1,0.04000000000000001,4,1.3897967611312867,0.4108529267579317,0.41042697253227234,0.3313015571653843,-0.41064769791960715,0.04266368578641842,156,6.214178085327148,0.3611636757850647,0.00232477197032921,79.709140305,0.04453276451944444
3,1875,0.1,0.06,4,1.3772100408554078,0.4080068116694689,0.40736153162121774,0.34525898164510727,-0.41551661887168884,0.04308762172093758,156,6.30407190322876,0.45018935203552246,0.004284748260611831,79.76516337700002,0.06668991649638886
4,2500,0.1,0.08000000000000002,4,1.385618365573883,0.4292209554582834,0.42833461292386055,0.329660142120719,-0.41500961124897,0.044388143106912956,156,6.369390487670898,0.6357100605964661,0.007984563820692073,79.72514449900018,0.08883603050805558
5,3125,0.1,0.1,4,1.3889958868980408,0.42013910137712956,0.4190729546487331,0.3289975883066654,-0.4155398318007588,0.04244215511212683,157,6.699829578399658,0.6104826927185059,0.009111913752055879,79.95750292799994,0.11104660840361112
6,3750,0.1,0.1,4,1.3766619888305665,0.4313164886891842,0.4302075607120991,0.3377826177060604,-0.4250412038266659,0.04442820526086367,156,6.303846836090088,0.4729742109775543,0.007502945792872609,80.94703800399998,0.13358036147027774
7,4375,0.1,0.1,4,1.3752869989395142,0.4343633353739977,0.4332945927768946,0.33789933355152607,-0.4296909018605948,0.04281820700718807,156,6.801149368286133,0.5009055733680725,0.007365013562322322,80.89763422800002,0.15605210716361112
8,5000,0.1,0.1,4,1.3658431232452393,0.4193092311795801,0.41824372983574865,0.3612704013168812,-0.4216556033492088,0.0426883537035722,156,7.124585151672363,0.5020319223403931,0.007046472344043084,79.76791686399997,0.17821002838
9,5625,0.1,0.1,4,1.3726582887649537,0.44823584694564345,0.44712209568321704,0.33885964110791683,-0.4345530829787254,0.044337218923933185,157,6.949562072753906,0.366949200630188,0.005280177323242137,79.948923745,0.20041820157583334
10,6250,0.1,0.1,4,1.3694870681762696,0.43424061774015427,0.43312581506967546,0.34774528530240056,-0.4361122813791037,0.044663581519554824,156,6.910505294799805,0.49766290187835693,0.007201541430738085,79.841364462,0.22259649972416667
11,6875,0.1,0.1,4,1.366183885574341,0.4342619033895433,0.43317857488393785,0.354416137778759,-0.4316727758139372,0.04340258832925405,156,6.789899826049805,0.4110024571418762,0.006053144636464943,79.85963953399983,0.2448233265072222
12,7500,0.1,0.1,4,1.377057704925537,0.43360354328155515,0.4325373842358589,0.3442981374502182,-0.4286059908598661,0.04271472035310207,156,6.902293682098389,0.5348024368286133,0.0077481843204623875,79.803123616,0.26699110121972225
13,8125,0.1,0.1,4,1.3765310565948485,0.4198206723764539,0.41873440603613854,0.35050300556868313,-0.42285555107295514,0.043243092146648725,157,7.560832500457764,0.42299917340278625,0.005594611087828969,79.92448662599986,0.28919250133777774
14,8750,0.1,0.1,4,1.3714178160667418,0.44220679491758347,0.44113892993330955,0.34452650623321535,-0.4381391390413046,0.042783064528917655,156,7.826423645019531,0.41852205991744995,0.005347551818048887,79.78836649200002,0.3113560986902778
15,9375,0.1,0.1,4,1.3762908331871033,0.4350004474647343,0.4338794248729944,0.3488451769918203,-0.42712410538196566,0.04491276809802422,156,7.588473796844482,0.47789400815963745,0.006297630076265933,79.61647986799994,0.33347200306222224
16,10000,0.1,0.1,4,1.3794174464225768,0.4382455836385489,0.43716632271409034,0.34681186151504517,-0.42948789199888704,0.043239604586210005,156,7.352249622344971,0.47064751386642456,0.006401408249742117,80.19779434199995,0.3557938844219444
17,10625,0.1,0.1,4,1.3596051863670349,0.43920806291997433,0.43811389911621806,0.3622656689375639,-0.4379676031947136,0.04355747684551652,157,7.774676322937012,0.47641992568969727,0.006127842573769319,80.58271761199967,0.3781782178383332
18,11250,0.1,0.1,4,1.3725715914726258,0.42902612255215644,0.4279317455947399,0.3545183259576559,-0.4315275634199381,0.04384523515517895,156,7.172049522399902,0.5265130996704102,0.007341180481618161,80.31020971199996,0.4004868974022222
19,11875,0.1,0.1,4,1.371923046875,0.44143145271539685,0.4403155318140984,0.35180117066204547,-0.43672697156965734,0.04470834995691593,156,7.176583290100098,0.40091371536254883,0.00558641486005741,80.21982943500007,0.42277034819166665
20,12500,0.1,0.1,4,1.3682709238052368,0.4423665995411575,0.441301815778017,0.35951720875650645,-0.4324712770015001,0.042659605924899764,156,7.514376163482666,0.3467099964618683,0.004613955821732241,80.14591531299993,0.4450332459302778
21,13125,0.1,0.1,4,1.3765614181518555,0.428471333065629,0.42736257905960084,0.35229872409403323,-0.43232809155732393,0.04413831271943013,157,7.5540337562561035,0.6204566955566406,0.008213581188233248,80.42821946799995,0.4674193706930555
22,13750,0.1,0.1,4,1.368683796596527,0.4545723312199116,0.4534322407186031,0.34829483684301377,-0.4418384159728885,0.04567670688415185,156,7.208524703979492,0.6165118217468262,0.00855253809987609,80.20406915400008,0.48969847934027777
23,14375,0.1,0.1,4,1.3666499026298522,0.4407799456477165,0.43962275069057943,0.3490992055416107,-0.4465776010751724,0.046361974225594446,156,7.931941509246826,0.5642651915550232,0.0071138344993747025,80.23865450599988,0.5119871584386111
24,15000,0.1,0.1,4,1.364052884197235,0.4373594393670559,0.436192888379097,0.35241004691720007,-0.4501225009441376,0.04673682974699216,156,7.540536403656006,0.4637584686279297,0.006150205287823793,80.18863294199991,0.5342619475288888
25,15625,0.1,0.1,4,1.3774841494560242,0.43774928655028345,0.436616947388649,0.35345074300169943,-0.4312351983189583,0.04507719274539097,157,6.905388355255127,0.5287877917289734,0.007657611194691986,80.22805202300015,0.5565477169138888
26,16250,0.1,0.1,4,1.3748588284492493,0.4344369524434209,0.433275159996748,0.35299029260873793,-0.43733746565580367,0.046546176075935364,156,7.345519065856934,0.5081513524055481,0.00691784131045975,80.07374761900019,0.5788338228041666
27,16875,0.1,0.1,4,1.3698846006393433,0.4437394711822271,0.4426102812319994,0.35082351856827737,-0.444652526178956,0.04523997066112665,156,6.612253665924072,0.5359103083610535,0.008104805644750763,79.81812791099992,0.6010056766624999
28,17500,0.1,0.1,4,1.3730633345603942,0.4330284693717957,0.43189771916866304,0.3610917288273573,-0.43131866104900835,0.045302486763550684,156,7.229045867919922,0.3723733723163605,0.0051510722039934545,79.91537524800015,0.6232045407163889
29,18125,0.1,0.1,4,1.3661697328567506,0.42846353904008866,0.42734234585762026,0.35632880191206934,-0.4432482076585293,0.04463349709844893,157,7.28192138671875,0.46381643414497375,0.006369423803323569,80.22274434300016,0.6454888031855555
30,18750,0.1,0.1,4,1.3740241037368774,0.44150733978450296,0.4404094267696142,0.3591022417604923,-0.4335232263058424,0.043986914631647944,156,6.262753009796143,0.4410828948020935,0.007042955296371349,80.00408432099994,0.6677123214408333
