epoch,global_step,lambda_target,lambda_effective,clip_interval,d_loss,g_loss,g_adv,d_real_aug,d_fake_aug,clip_mmd,clip_steps,adv_grad_norm,clip_grad_norm_unweighted,weighted_clip_to_adv_grad_ratio,epoch_seconds,training_elapsed_hours
17,10625,0.05,0.05,4,1.3597148347854615,0.4424050162997097,0.441848295044899,0.36101981326937677,-0.4398165862083435,0.04432493505204559,157,8.058355331420898,0.47318845987319946,0.002936011384532506,75.848309277,0.35733218925055554
18,11250,0.05,0.05,4,1.3725345443725585,0.4288024744927883,0.4282531389176846,0.35442709933817385,-0.43193542005717755,0.04401728033255308,156,8.014015197753906,0.5216041207313538,0.003254324504385418,75.48778866599991,0.3783011775780555
19,11875,0.05,0.05,4,1.3732327372550965,0.4440869831174612,0.4435255830436945,0.3483363203823566,-0.4389397384941578,0.04498398972627444,156,7.069344520568848,0.38449132442474365,0.002719426980153776,75.52800310599969,0.39928133910777774
20,12500,0.05,0.05,4,1.3673788864135743,0.44503126746416094,0.44449364913105965,0.3580305952474475,-0.4357024703264236,0.043078412039157674,156,7.449291706085205,0.3553779423236847,0.0023853136401772415,75.42768907100026,0.42023362500916656
21,13125,0.05,0.05,4,1.3773397074699403,0.43256829460412266,0.43200871869027613,0.3470917731076479,-0.4356873158991337,0.04455217491289613,157,7.280177593231201,0.6589810848236084,0.004525858582325663,75.61401226099997,0.44132827978666656
22,13750,0.05,0.05,4,1.3664872124671936,0.4524142927825451,0.45184084446430206,0.3488082826375961,-0.44476787449419497,0.04594940099960718,156,7.141607284545898,0.5633989572525024,0.003944482907031806,75.51002208699992,0.4623035347713888
23,14375,0.05,0.05,4,1.365660408306122,0.44307839793562886,0.44250276554226875,0.3494793456405401,-0.4474496073693037,0.04612439049360079,156,8.116046905517578,0.5177921056747437,0.0031899280012953725,75.65331601200023,0.4833185120888888
24,15000,0.05,0.05,4,1.3633144956588745,0.4370594331517816,0.4364698088899255,0.35267564169168475,-0.4504785708457231,0.047245511068747595,156,7.180179119110107,0.44980165362358093,0.0031322453532282367,75.42257472799974,0.5042694134133333
25,15625,0.05,0.05,4,1.3752665140151978,0.4369071513622999,0.436334238871932,0.3550783428788185,-0.4326811104267836,0.045614075698670306,157,6.948136329650879,0.5333437323570251,0.0038380344530734327,75.63572562299987,0.5252795698558332
26,16250,0.05,0.05,4,1.3718201868057252,0.4335198756068945,0.4329285381138325,0.35386451334655283,-0.4398497627526522,0.04738283061828369,156,7.225678443908691,0.5498904585838318,0.0038051129928663944,75.41308712599994,0.5462731015794444
27,16875,0.05,0.05,4,1.3681106585502625,0.4396932363398373,0.43912428610622883,0.3552920837327838,-0.4427179487466812,0.045589000368729614,156,6.67047119140625,0.5575868487358093,0.0041795162045985875,75.49255108899979,0.5672434375505555
28,17500,0.05,0.05,4,1.3718913806915283,0.4340343036711216,0.4334593829572201,0.3617644729435444,-0.4332373017907143,0.046067386674575314,156,7.390275001525879,0.38349443674087524,0.0025945884061262586,75.38252318800005,0.5881832180802777
29,18125,0.05,0.05,4,1.3668744270324706,0.42892571281455455,0.42835785932540893,0.3561897048443556,-0.4418059576034546,0.045211255740208234,157,7.2512526512146,0.4890531003475189,0.003372197355898236,75.67708865699979,0.6092047828366667
30,18750,0.05,0.05,4,1.3742839102745057,0.4356861310597509,0.4351279155552387,0.3604584022462368,-0.43002575824558736,0.04472881670181568,156,6.41873025894165,0.4794309735298157,0.0037346247169519355,75.51764368099975,0.6301820664238889
31,19375,0.05,0.05,4,1.3666610525131226,0.42813266372680664,0.427571891784668,0.3659894468396902,-0.43670567151904105,0.0449336520754374,156,7.305281639099121,0.6042444705963135,0.004135668550835148,75.43299051299982,0.6512423054613888
32,20000,0.05,0.05,4,1.3713572222709656,0.4408782242715359,0.44029480416476724,0.362987946459651,-0.438692540538311,0.04674839266599753,156,7.256175994873047,0.4972081780433655,0.003426103352472948,75.34030431500014,0.6721703401594444
33,20625,0.05,0.05,4,1.378199754333496,0.4342188198238611,0.43363844177126887,0.358639134414494,-0.4327046219497919,0.046208453406194214,157,7.854429244995117,0.3673872649669647,0.0023387266821524033,75.827489582,0.693233682341111
34,21250,0.05,0.05,4,1.3681777979850769,0.4478313354283571,0.4472545856267214,0.3673646990984678,-0.4359771311610937,0.04621391112987812,156,7.631229400634766,0.46147745847702026,0.003023611493310859,75.406245829,0.7141800559855555
35,21875,0.05,0.05,4,1.3738073748588562,0.45418266667723656,0.4536311540305614,0.3528956037297845,-0.44344718441963193,0.04419173491306794,156,7.711930751800537,0.5421900153160095,0.0035152676597194686,75.4166956009999,0.7351293080669443
36,22500,0.05,0.05,4,1.3678075832366943,0.45116302216351034,0.4505756464332342,0.35942187465429304,-0.4481482252776623,0.0470653405556312,156,9.230939865112305,0.3926575481891632,0.0021268557369395567,75.41041265900003,0.7561259250258332
37,23125,0.05,0.05,4,1.3772622037887574,0.44529838897287843,0.44471399332880973,0.3530562897264957,-0.4425688206136227,0.04652833198286166,157,8.536687850952148,0.5604525208473206,0.0032826110701986715,75.67970677799985,0.7771482252075
38,23750,0.05,0.05,4,1.3682373949050903,0.44453274288885297,0.44395719942450523,0.362841215762496,-0.4461432267397642,0.04611725990588848,156,9.148710250854492,0.4173482358455658,0.002280912961510533,75.6930595660001,0.798174290651111
39,24375,0.05,0.05,4,1.3733943417549133,0.44292940433025363,0.44236619006991384,0.353197327375412,-0.4470288124084473,0.04512936698320585,156,8.02998161315918,0.5773504972457886,0.003594967741268872,75.57945027599999,0.8191687808530554
40,25000,0.05,0.05,4,1.377211413192749,0.44410814478993416,0.4435455419570208,0.35490786185860634,-0.43880364866256716,0.045080334903338015,156,6.657589912414551,0.5633474588394165,0.004230866321376528,75.59290092399988,0.8401670327244444
41,25625,0.05,0.05,4,1.3750920195579528,0.4341451451271772,0.4335789626479149,0.3583904973775148,-0.4420481398820877,0.04507820659382328,157,8.302018165588379,0.4144276976585388,0.0024959455001937326,75.59011893099978,0.86125716306
42,26250,0.05,0.05,4,1.3793015429496764,0.44418206124305726,0.44361680203676224,0.3560394251585007,-0.4359155398026109,0.045293200474519,156,7.589175224304199,0.39216840267181396,0.00258373532749581,75.52140962699968,0.8822355431344444
43,26875,0.05,0.05,4,1.3809116691589356,0.43405752417743204,0.43350556711256505,0.3510301306515932,-0.4416470448821783,0.04422732690970103,156,8.269350051879883,0.6312748193740845,0.003816955476631298,75.50988219600004,0.9032106839297221
44,27500,0.05,0.05,4,1.3695051048278808,0.4438477725893259,0.4432767556518316,0.3676620117932558,-0.4410028319388628,0.04575461244735962,156,7.300976276397705,0.6949560642242432,0.004759336545653959,75.43613350399983,0.9241653342644444
45,28125,0.05,0.05,4,1.3749134674072265,0.44732650772333143,0.44674896320700647,0.35047831398546697,-0.45208137148022653,0.04598279306843023,157,8.152305603027344,0.6274448037147522,0.0038482659646723234,75.88414199699992,0.9452444343238889
46,28750,0.05,0.05,4,1.3820823006629943,0.4351147445708513,0.4345616501301527,0.35404616583138704,-0.43833083230257036,0.04431844942080669,156,8.074390411376953,0.5226954221725464,0.003236748506958864,75.52684651099935,0.9662703273613888
47,29375,0.05,0.05,4,1.3859130927085876,0.4341514680802822,0.4336152112752199,0.35471139487922193,-0.4332198233038187,0.0429692797553845,156,8.591707229614258,0.4539600908756256,0.0026418503258054285,75.47380975400029,0.9872354408536111
48,30000,0.05,0.05,4,1.376019725036621,0.4242556451678276,0.4237021788030863,0.36528219528496264,-0.43536188043653967,0.044348241235965334,156,7.563201904296875,0.4146636426448822,0.002741323369995582,75.30161970100016,1.0081527160355555
49,30625,0.05,0.05,4,1.3738163272857666,0.4418003648519516,0.4412410158097744,0.3565574484705925,-0.4442487457156181,0.044534164439341065,157,8.215764999389648,0.4695649743080139,0.002857706947210017,75.6249321510004,1.0291597907944443
50,31250,0.05,0.05,4,1.376816234111786,0.4365808219105005,0.4360486011117697,0.36204173627495767,-0.4392475063532591,0.04264589418203403,156,7.976329803466797,0.6883490681648254,0.004314948636311681,75.41237293700033,1.0501078581963887
