Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /generate,9327,0,6,6.140715366361215,3.912099999979546,21.201199000188353,9433.64919052214,321.3046623272169,0.0,6,6,6,6,7,7,8,8,10,21,21
,Aggregated,9327,0,6,6.140715366361215,3.912099999979546,21.201199000188353,9433.64919052214,321.3046623272169,0.0,6,6,6,6,7,7,8,8,10,21,21
