Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /generate,9660,0,94,90.97574962960375,11.447442999724444,201.32374000013442,9435.847722567289,332.59275281475976,0.0,94,96,98,100,100,110,110,120,190,200,200
,Aggregated,9660,0,94,90.97574962960375,11.447442999724444,201.32374000013442,9435.847722567289,332.59275281475976,0.0,94,96,98,100,100,110,110,120,190,200,200
