Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /generate,9510,0,12,12.123985933019691,4.813316000308987,31.11794500000542,9433.691798107255,327.59245040092304,0.0,12,12,13,13,14,15,16,17,20,31,31
,Aggregated,9510,0,12,12.123985933019691,4.813316000308987,31.11794500000542,9433.691798107255,327.59245040092304,0.0,12,12,13,13,14,15,16,17,20,31,31
