Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /generate,9940,0,140,127.72351390160672,12.382641999920452,272.141007999835,9436.619818913481,342.2121214394641,0.0,140,140,140,140,140,150,160,240,250,270,270
,Aggregated,9940,0,140,127.72351390160672,12.382641999920452,272.141007999835,9436.619818913481,342.2121214394641,0.0,140,140,140,140,140,150,160,240,250,270,270
