Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /generate,9865,0,180,165.00632089568958,12.11319200001526,351.65516600000046,9436.80020273695,339.5365706913899,0.0,180,180,190,190,190,200,290,300,310,350,350
,Aggregated,9865,0,180,165.00632089568958,12.11319200001526,351.65516600000046,9436.80020273695,339.5365706913899,0.0,180,180,190,190,190,200,290,300,310,350,350
