precision,fid_legacy_inception_v3,fid_standard_inception_v3,blur_threshold_real_p10,fake_blur_rate,real_blur_rate_by_definition,fake_laplacian_mean,real_laplacian_mean,fake_edge_density,real_edge_density,edge_density_ratio,lpips_alex_diversity,lpips_alex_fake_real,inference_mean_ms_per_batch,inference_images_per_s,status
FP32,40.20615732327708,29.991052703795457,5028.477001953125,0.12,0.1,7886.6697448730465,8586.9146506958,0.35684814453125,0.377853271484375,0.9444093023977072,0.298311322927475,0.3056909739971161,14.696881594939937,4354.6652796083545,ok
FP16,40.20352645480124,29.994079468990247,5028.477001953125,0.12,0.1,7886.4056875,8586.9146506958,0.356831787109375,0.377853271484375,0.9443660119907967,0.29830291867256165,0.3056892454624176,4.130368177241888,15494.986706666163,ok
INT8,45.08179393586395,35.31977104978489,5028.477001953125,0.125,0.1,7742.792756835937,8586.9146506958,0.357423095703125,0.377853271484375,0.9459309278943353,0.2978288531303406,0.3053312301635742,3.0323029240196178,21106.07073358016,ok
